AMIE,NOMBRE,PROVINCIA,CANTON,LAT,LON,MD,M,JE
09H00180,UNIDAD EDUCATIVA FISCAL ALBERTO PERDOMO FRANCO,GUAYAS,GUAYAQUIL,-2.22795844656,-79.9400780709,20427.820000000003,10696,0.0
09H00188,UNIDAD EDUCATIVA FISCAL CORONEL LUCIANO CORAL,GUAYAS,GUAYAQUIL,-2.19866945852,-79.9204000163,11673.040000000003,6112,5748.0
09H00195,ESCUELA DE EDUCACION BASICA PERLA DEL PACIFICO,GUAYAS,GUAYAQUIL,-2.19431523316,-79.9316039384,11673.040000000003,6112,5748.0
09H00213,ESCUELA DE EDUCACION BASICA FISCAL TEODORO WOLF,GUAYAS,GUAYAQUIL,-2.19324941642,-79.9274912543,5836.520000000001,3056,0.0
09H00225,ESCUELA DE EDUCACION BASICA  OSCAR EFREN REYES,GUAYAS,GUAYAQUIL,-2.20362869778,-79.9441235242,17509.560000000005,9168,5748.0
09H00230,ESCUELA DE EDUCACION BASICA  DR ABEL ROMEO CASTILLO,GUAYAS,GUAYAQUIL,-2.20651475548,-79.9324693482,11673.040000000003,6112,5748.0
09H00231,ESCUELA DE EDUCACION  BASICA FISCAL CARMEN SUCRE,GUAYAS,GUAYAQUIL,-2.19963057538,-79.9297994716,8754.780000000002,4584,5748.0
09H00251,ESCUELA DE EDUCACION BASICA FILIBERTO LOPEZ AREVALO,GUAYAS,GUAYAQUIL,-2.19265509371,-79.9110090249,11673.040000000003,6112,0.0
09H00266,ESCUELA DE EDUCACION BASICA LEONARDO R  AULESTIA,GUAYAS,GUAYAQUIL,-2.19470266021,-79.9187191696,11673.040000000003,6112,5748.0
09H00282,UNIDAD EDUCATIVA FISCAL DR. ALFREDO BAQUERIZO MORENO,GUAYAS,GUAYAQUIL,-2.21884369304,-79.9074111487,14591.300000000003,7640,0.0
09H00286,ESCUELA DE EDUCACION BASICA DR JUAN TANCA MARENGO,GUAYAS,GUAYAQUIL,-2.20181071971,-79.9187961488,5836.520000000001,3056,5748.0
09H00295,ESCUELA DE EDUCACION BASICA ALICIA RIOFRIO QUIROZ,GUAYAS,GUAYAQUIL,-2.23046819272,-79.9376360353,2918.2600000000007,1528,5748.0
09H00306,ESCUELA DE EDUCACION BASICA JORGE VILLACRESES COLMONT,GUAYAS,GUAYAQUIL,-2.23462309551,-79.9414712847,2918.2600000000007,1528,0.0
09H00310,ESCUELA DE EDUCACION BASICA  JOSE DE LA CUADRA,GUAYAS,GUAYAQUIL,-2.21728230638,-79.9296428804,11673.040000000003,6112,5748.0
09H00315,ESCUELA DE EDUCACION BASICA REGION AMAZONICA,GUAYAS,GUAYAQUIL,-2.22590057103,-79.9330985641,2918.2600000000007,1528,5748.0
09H00316,ESCUELA DE EDUCACION BASICA COMPLETA CARLOS CALDERON CHICO,GUAYAS,GUAYAQUIL,-2.22559987114,-79.9388000234,11673.040000000003,6112,5748.0
09H00329,ESCUELA DE EDUCACION BASICA FISCAL GUIDO GARAY VARGAS MACHUCA,GUAYAS,GUAYAQUIL,-2.22481653288,-79.8888500859,11673.040000000003,6112,5748.0
09H00339,ESCUELA DE EDUCACION BASICA DIVISION DE INFANTERIA,GUAYAS,GUAYAQUIL,-2.21274449407,-79.9389072007,5836.520000000001,3056,5748.0
09H00343,UNIDAD EDUCATIVA FISCAL CDMTE RAFAEL MORAN VALVERDE,GUAYAS,GUAYAQUIL,-2.21567405521,-79.9360871534,11673.040000000003,6112,0.0
09H00357,ESCUELA DE EDUCACION  BASICA FRANCISCO DE ORELLANA,GUAYAS,GUAYAQUIL,-2.20089442254,-79.9179532051,2918.2600000000007,1528,0.0
09H00358,ESCUELA DE EDUCACION BASICA ROBERTO ILLINGWORTH ICAZA,GUAYAS,GUAYAQUIL,-2.20503851311,-79.9248462668,11673.040000000003,6112,0.0
09H00386,UNIDAD EDUCATIVA AIDA LEON DE RODRIGUEZ LARA,GUAYAS,GUAYAQUIL,-2.21869209369,-79.9189245668,5836.520000000001,3056,0.0
09H00389,ESCUELA DE EDUCACION BASICA HOMERO ESPINOZA RENDON,GUAYAS,GUAYAQUIL,-2.21645077728,-79.9169452055,5836.520000000001,3056,5748.0
09H00391,ESCUELA DE EDUCACION BASICA FRANCISCO OBANDO PACHECO,GUAYAS,GUAYAQUIL,-2.21869209369,-79.9189245668,5836.520000000001,3056,5748.0
09H00403,ESCUELA DE EDUCACION BASICA JORGE LUIS AUZ LANDAZURI,GUAYAS,GUAYAQUIL,-2.22124909739,-79.9257138135,5836.520000000001,3056,0.0
09H00420,ESCUELA DE EDUCACIÓN BÁSICA FISCAL GRAN COLOMBIA,GUAYAS,GUAYAQUIL,-2.08146138465,-79.935287849,2918.2600000000007,1528,0.0
09H00422,ESCUELA DE EDUCACION BASICA FISCAL MARIA SOLIS DE SALAZAR,GUAYAS,DURAN,-2.21529526523,-79.8104176817,5836.520000000001,3056,0.0
09H00452,ESCUELA DE EDUCACIÓN BASICA FISCAL OLGA QUIÑONEZ DE ESPINOZA,GUAYAS,GUAYAQUIL,-2.21207976243,-79.8971350312,2918.2600000000007,1528,0.0
09H00510,ESCUELA DE EDUCACION BASICA FISCAL PEDRO J MENEDEZ NAVARRO,GUAYAS,GUAYAQUIL,-2.20775435203,-79.906219051,5836.520000000001,3056,0.0
09H00547,ESCUELA DE EDUCACION BASICA FISCAL AGUSTIN VERA LOOR,GUAYAS,GUAYAQUIL,-2.20841760832,-79.920418172,11673.040000000003,6112,0.0
09H00561,ESCUELA DE EDUCACION BASICA FISCAL MATILDE MARQUEZ DE LA PLATA,GUAYAS,GUAYAQUIL,-2.22107691475,-79.914206881,11673.040000000003,6112,0.0
09H00567,ESCUELA DE EDUCACIÓN BÁSICA FISCAL JAIME ALFONSO NEBOT VELASCO,GUAYAS,GUAYAQUIL,-2.20563546228,-79.9132497058,11673.040000000003,6112,5748.0
09H00570,UNIDAD EDUCATIVA FISCAL PROF EDUARDO FLORES TORRES,GUAYAS,GUAYAQUIL,-2.21234931955,-79.9121210331,11673.040000000003,6112,5748.0
09H00592,ESCUELA DE EDUCACIÓN BÁSICA FISCAL CORONEL MANUEL SERRANO,GUAYAS,GUAYAQUIL,-2.20538347954,-79.9113162154,5836.520000000001,3056,0.0
09H00598,CENTRO DE EDUCACION INICIAL FISCAL ALEJANDRINA ANDRADE VALDEZ,GUAYAS,GUAYAQUIL,-2.20393519434,-79.909467041,23346.080000000005,12224,5748.0
09H00615,ESCUELA DE EDUCACION BASICA FISCAL ESPERANZA CAPUTI OLVERA,GUAYAS,GUAYAQUIL,-2.207152697,-79.9034818699,11673.040000000003,6112,5748.0
09H00617,ESCUELA DE EDUCACION BASICA FISCAL REPUBLICA DE BOLIVIA,GUAYAS,GUAYAQUIL,-2.20482761858,-79.909210397,2918.2600000000007,1528,0.0
09H00619,ESCUELA DE EDUCACIÓN BÁSICA FISCAL CLEMENCIA CORONEL DE PINCAY,GUAYAS,GUAYAQUIL,-2.2072445455,-79.9048737216,5836.520000000001,3056,0.0
09H00693,ESCUELA DE EDUCACION BASICA FISCAL CABO II VICENTE ROSERO,GUAYAS,GUAYAQUIL,-2.07343155246,-79.92592458,2918.2600000000007,1528,5748.0
09H00700,ESCUELA DE EDUCACION BASICA FISCAL SOCIEDAD ITALIANA GARIBALDI,GUAYAS,GUAYAQUIL,-2.14466698949,-79.9406670028,11673.040000000003,6112,0.0
09H00703,ESCUELA DE EDUCACION BASICA FISCAL NUMA POMPILIO LLONA,GUAYAS,GUAYAQUIL,-2.19918947638,-79.8962823151,5836.520000000001,3056,0.0
09H00706,UNIDAD EDUCATIVA FISCAL REPUBLICA DE FRANCIA,GUAYAS,GUAYAQUIL,-2.19822674424,-79.9001557271,8754.780000000002,4584,5748.0
09H00752,ESCUELA DE EDUCACION BASICA FISCAL RODRIGO CHAVEZ GONZALEZ,GUAYAS,GUAYAQUIL,-2.14866294595,-79.9251557772,5836.520000000001,3056,0.0
09H00776,ESCUELA DE EDUCACION BASICA FISCAL ANGEL AUTILIO DEL CIOPPO BECERRA,GUAYAS,GUAYAQUIL,-2.12676596636,-79.9261169859,2918.2600000000007,1528,0.0
09H00846,ESCUELA DE EDUCACION BASICA FISCAL PACIFICA VALLE PIZA,GUAYAS,GUAYAQUIL,-2.09289539816,-79.9675437073,11673.040000000003,6112,0.0
09H00871,ESCUELA DE EDUCACION BASICA FISCAL SIMON BOLIVAR,GUAYAS,GUAYAQUIL,-2.13492723338,-79.9125139948,17509.560000000005,9168,0.0
09H00872,ESCUELA DE EDUCACION BASICA FISCAL DANIEL PLAZA IGLESIA,GUAYAS,GUAYAQUIL,-2.00197096926,-79.970276998,2918.2600000000007,1528,5748.0
09H00904,ESCUELA DE EDUCACION BASICA FISCAL MATILDE HIDALGO DE PROCEL,GUAYAS,GUAYAQUIL,-2.05386977899,-79.9591767919,5836.520000000001,3056,0.0
09H00914,UNIDAD EDUCATIVA FISCAL  AGUSTIN CASTRO ESPINOZA,GUAYAS,GUAYAQUIL,-2.11139048088,-79.9659639137,11673.040000000003,6112,0.0
09H00928,UNIDAD EDUCATIVA FISCAL EDUARDO KINGMAN RIOFRIO,GUAYAS,GUAYAQUIL,-2.07343178291,-79.9290503059,2918.2600000000007,1528,5748.0
09H00929,ESCUELA DE EDUCACION BASICA FISCAL CACIQUE TOMALA,GUAYAS,GUAYAQUIL,-2.10632851163,-79.9300107536,5836.520000000001,3056,5748.0
09H00947,ESCUELA DE EDUCACION BASICA FISCAL  ROMMEL MOSQUERA JURADO,GUAYAS,GUAYAQUIL,-2.12722673619,-79.9546491277,11673.040000000003,6112,5748.0
09H00958,ESCUELA DE EDUCACION BASICA FISCAL JORGE ENRIQUE ADOUM,GUAYAS,GUAYAQUIL,-2.1294569993,-79.9219499828,11673.040000000003,6112,0.0
09H00971,ESCUELA DE EDUCACION BASICA FISCAL  REMIGIO ROMERO Y CORDERO,GUAYAS,GUAYAQUIL,-2.10000113602,-79.9628724897,11673.040000000003,6112,0.0
09H00984,ESCUELA DE EDUCACION FISCAL LUIS ALBERTO CHIRIBOGA ,GUAYAS,GUAYAQUIL,-2.10178638251,-79.9245582745,11673.040000000003,6112,0.0
09H00991,ESCUELA DE EDUCACION BASICA FISCAL BLANCA GARCIA PLAZA DE ARIAS,GUAYAS,GUAYAQUIL,-2.12201073415,-79.9626746562,8754.780000000002,4584,0.0
09H01008,UNIDAD EDUCATIVA FISCAL SARAH FLOR JIMENEZ,GUAYAS,GUAYAQUIL,-2.07872584769,-79.9122572645,11673.040000000003,6112,5748.0
09H01013,ESCUELLA DE EDUCACION BASICA FISCAL AMARILIS FUENTES ALCIVAR,GUAYAS,GUAYAQUIL,-2.12466398147,-79.9242210046,2918.2600000000007,1528,5748.0
09H01032,ESCUELA DE EDUCACION BASICA FISCAL HUMBERTO GARCIA ORTIZ,GUAYAS,GUAYAQUIL,-2.11779899586,-79.9239370382,5836.520000000001,3056,0.0
09H01038,ESCUELA DE EDUCACIÓN BÁSICA FISCAL LEOPOLDO IZQUIETA PEREZ,GUAYAS,GUAYAQUIL,-2.10038921018,-79.9214404688,11673.040000000003,6112,5748.0
09H01056,ESCUELA DE EDUCACION BASICA FISCAL LUIS FELIX LOPEZ,GUAYAS,GUAYAQUIL,-2.10024424362,-79.9682460558,17509.560000000005,9168,5748.0
09H01088,ESCUELA DE EDUCACION BASICA FISCAL CARLOMAGNO ANDRADE PAREDES,GUAYAS,GUAYAQUIL,-2.11564597838,-79.9176210115,11673.040000000003,6112,0.0
09H01106,ESCUELA DE EDUCACION BASICA FISCAL ENRIQUE VALLEJO VIVANCO,GUAYAS,GUAYAQUIL,-2.15180082904,-79.92192556,5836.520000000001,3056,0.0
09H01114,ESCUELA DE EDUCACION BASICA FISCAL RAFAELA VALLEJO BARAHONA,GUAYAS,GUAYAQUIL,-2.11917297378,-79.9129229797,5836.520000000001,3056,5748.0
09H01129,ESCUELA DE EDUCACION BASICA FISCAL LUIS BONILLA CASTILLO,GUAYAS,GUAYAQUIL,-2.18714200975,-79.9274839986,5836.520000000001,3056,5748.0
09H01130,UNIDAD EDUCATIVA FISCAL FICOA DE MONTALVO,GUAYAS,GUAYAQUIL,-2.12466398147,-79.9242210046,2918.2600000000007,1528,5748.0
09H01182,UNIDAD EDUCATIVA  FISCAL VIOLETA LUNA CARRERA,GUAYAS,GUAYAQUIL,-2.08792937367,-79.9934525373,8754.780000000002,4584,5748.0
09H01192,CENTRO DE EDUCACIÓN INICIAL FISCAL LCDA  LUPE ARROBA DE GOVEA,GUAYAS,GUAYAQUIL,-2.12437193484,-79.8840742619,20427.820000000003,10696,0.0
09H01206,ESCUELA DE EDUCACION BASICA FISCAL RITA LECUMBERRI,GUAYAS,GUAYAQUIL,-2.12720041385,-79.915682729,2918.2600000000007,1528,5748.0
09H01214,ESCUELA DE EDUCACION BASICA FISCAL DR TEODORO ALVARADO OLEA,GUAYAS,GUAYAQUIL,-2.16005637474,-79.935332396,5836.520000000001,3056,0.0
09H01229,ESCUELA DE EDUCACIÒN BASICA FISCAL FRANCISCO GARCIA AVILES,GUAYAS,GUAYAQUIL,-2.12629493449,-79.9529144161,11673.040000000003,6112,0.0
09H01262,ESCUELA DE EDUCACION BASICA FISCAL CORALIA AGUIRRE DE VILLACRES,GUAYAS,GUAYAQUIL,-2.15101042681,-79.9362794603,11673.040000000003,6112,0.0
09H01264,ESCUELA DE EDUCACION BASICA FISCAL DR ALFREDO PAREJA DIEZCANSECO,GUAYAS,GUAYAQUIL,-2.14556702317,-79.9239049861,17509.560000000005,9168,0.0
09H01265,ESCUELA DE EDUCACION BASICA FISCAL DR MANUEL IGNACIO GOMEZ LINCE,GUAYAS,GUAYAQUIL,-2.14926878743,-79.9308762546,2918.2600000000007,1528,0.0
09H01272,ESCUELA DE EDUCACION BASICA FISCAL VICENTE RAMON ROCA,GUAYAS,GUAYAQUIL,-2.14622298122,-79.9387959765,11673.040000000003,6112,5748.0
09H01275,ESCUELA DE EDUCACION BASICA FISCAL ROSA ELENA VICUÑA MUÑOZ,GUAYAS,GUAYAQUIL,-2.14426505294,-79.9298790754,5836.520000000001,3056,0.0
09H01283,CENTRO DE EDUCACION INICIAL  FISCAL LUIS ALFREDO MARTINEZ,GUAYAS,GUAYAQUIL,-2.11505028376,-80.0082661334,14591.300000000003,7640,5748.0
09H01294,ESCUELA DE EDUCACION BASICA FISCAL DIEGO DE NOBOA Y ARTETA,GUAYAS,GUAYAQUIL,-2.14583301837,-79.9293660133,5836.520000000001,3056,0.0
09H01324,ESCUELA DE EDUCACION BASICA FISCAL JOSE MIGUEL GARCIA MORENO,GUAYAS,GUAYAQUIL,-2.12275541693,-79.8918236583,2918.2600000000007,1528,0.0
09H01334,ESCUELA DE EDUCACION BASICA FISCAL JOSE MENDOZA CUCALON,GUAYAS,GUAYAQUIL,-2.14413178859,-79.9299755561,2918.2600000000007,1528,0.0
09H01344,ESCUELA DE EDUCACIÓN BÁSICA FISCAL DON RUPERTO ARTETA MONTES,GUAYAS,GUAYAQUIL,-2.12917599461,-79.9030129064,5836.520000000001,3056,0.0
09H01353,ESCUELA DE EDUCACION BASICA FISCAL ANGEL FELICISIMO ROJAS,GUAYAS,GUAYAQUIL,-2.15725001947,-79.9393919546,11673.040000000003,6112,0.0
09H01384,UNIDAD EDUCATIVA FISCAL PROF WASHINGTON YANEZ ALOMOTO,GUAYAS,GUAYAQUIL,-2.13668002785,-79.9375010359,2918.2600000000007,1528,0.0
09H01392,ESCUELA DE EDUCACION BASICA FISCAL LEYLA MORAN DE LADD,GUAYAS,GUAYAQUIL,-2.13556691589,-79.9440880079,5836.520000000001,3056,0.0
09H01423,ESCUELA DE EDUCACION BASICA FISCAL REMIGIO CRESPO TORAL,GUAYAS,GUAYAQUIL,-2.11485030647,-79.9696481752,11673.040000000003,6112,0.0
09H01465,ESCUELA DE  EDUCACION BASICA FISCAL HEROES DE TARQUI,GUAYAS,GUAYAQUIL,-2.12434603889,-79.9393250196,2918.2600000000007,1528,0.0
09H01479,ESCUELA DE EDUCACION  BASICA FISCAL NÉSTOR CAMPUZANO MENDOZA,GUAYAS,GUAYAQUIL,-2.09950397543,-79.9546224438,20427.820000000003,10696,5748.0
09H01487,ESCUELA DE EDUCACION BASICA FISCAL REPUBLICA DE EL SALVADOR,GUAYAS,GUAYAQUIL,-2.13072336962,-79.8803287255,5836.520000000001,3056,0.0
09H01511,ESCUELA DE EDUCACION BASICA FISCAL MARITZA THALIA ALBAN QUIÑONEZ DE ARROBO,GUAYAS,GUAYAQUIL,-2.10249879488,-79.9579495574,11673.040000000003,6112,0.0
09H01521,ESCUELA DE EDUCACION BASICA FISCAL HUMBERTO MORE,GUAYAS,GUAYAQUIL,-2.10242781477,-79.95234796,11673.040000000003,6112,5748.0
09H01554,ESCUELA DE EDUCACION BASICA FISCAL LEON DE FEBRES CORDERO,GUAYAS,GUAYAQUIL,-2.15335564974,-79.8873500849,2918.2600000000007,1528,5748.0
09H01568,ESCUELA DE EDUCACION BASICA FISCAL EDUARDO ESTRELLA AGUIRRE,GUAYAS,GUAYAQUIL,-2.1282460146,-79.9414800146,11673.040000000003,6112,5748.0
09H01574,ESCUELA DE EDUCACIÓN BÁSICA FISCAL ELIAS MUÑOZ VICUÑA,GUAYAS,GUAYAQUIL,-2.08647217238,-79.9275555542,11673.040000000003,6112,5748.0
09H01602,UNIDAD EDUCATIVA FISCAL CARLOS MONTEVERDE ROMERO,GUAYAS,GUAYAQUIL,-2.18797701148,-79.9017559844,5836.520000000001,3056,0.0
09H01681,ESCUELA DE EDUCACIÓN BÁSICA FISCAL EMMA ESPERANZA ORTIZ BERMEO,GUAYAS,GUAYAQUIL,-2.12721611215,-79.8973505298,11673.040000000003,6112,5748.0
09H01688,ESCUELA DE EDUCACION BASICA FISCAL MARIA EUGENIA PUIG LINCE,GUAYAS,GUAYAQUIL,-2.08702368408,-79.9361647018,5836.520000000001,3056,0.0
09H01697,ESCUELA DE EDUCACION BASICA FISCAL DRA MAURA CASTRO DE MARIN,GUAYAS,GUAYAQUIL,-2.12683918928,-79.9261799643,8754.780000000002,4584,0.0
09H01717,ESCUELA DE EDUCACION BASICA FISCAL ELIAS RIVERO GONGORA,GUAYAS,GUAYAQUIL,-2.12880597338,-79.9239879577,11673.040000000003,6112,0.0
09H01745,UNIDAD EDUCATIVA FISCAL JOSE MARTINEZ QUEIROLO,GUAYAS,GUAYAQUIL,-2.12113402808,-79.9191830296,23346.080000000005,12224,0.0
09H01752,UNIDAD EDUCATIVA FISCAL PROVINCIA DE TUNGURAHUA,GUAYAS,GUAYAQUIL,-2.13891336185,-79.8867120758,2918.2600000000007,1528,5748.0
09H01775,ESCUELA DE EDUCACION BASICA  FISCAL GUADALUPE LARRIVA GONZALEZ,GUAYAS,GUAYAQUIL,-2.10890448477,-79.9577935289,23346.080000000005,12224,5748.0
09H01792,ESCUELA DE EDUCACION BASICA FISCAL LUCILA ARAUJO Y GARCIA,GUAYAS,GUAYAQUIL,-2.08561097167,-79.9657629027,5836.520000000001,3056,5748.0
09H01798,UNIDAD EDUCATIVA FISCAL  FERMIN VERA ROJAS,GUAYAS,GUAYAQUIL,-2.09618398356,-79.9611748502,8754.780000000002,4584,0.0
09H01802,ESCUELA DE EDUCACION BASICA FISCAL MARIA BARQUET DE ISAIAS,GUAYAS,GUAYAQUIL,-2.12537500921,-79.9346640167,5836.520000000001,3056,5748.0
09H01803,UNIDAD EDUCATIVA  FISCAL ADALBERTO ORTIZ QUIÑONEZ,GUAYAS,GUAYAQUIL,-2.12428928976,-79.9686368728,11673.040000000003,6112,5748.0
09H01868,UNIDAD EDUCATIVA FISCAL LUIS ALFREDO NOBOA ICAZA,GUAYAS,GUAYAQUIL,-2.081888847,-79.9272777749,17509.560000000005,9168,0.0
09H01882,UNIDAD EDUCATIVA FISCAL FUERTE MILITAR HUANCAVILCA,GUAYAS,GUAYAQUIL,-2.11422103699,-79.9265689928,8754.780000000002,4584,5748.0
09H01913,UNIDAD EDUCATIVA FISCAL CLARA BRUNO DE PIANA,GUAYAS,GUAYAQUIL,-2.15274796884,-79.936235007,5836.520000000001,3056,0.0
09H01924,ESCUELA DE EDUCACION BASICA FISCAL ROSA BORJA DE IZQUIERDO,GUAYAS,GUAYAQUIL,-2.1949162133,-79.9039996488,5836.520000000001,3056,0.0
09H01927,ESCUELA DE EDUCACIÓN BASICA  FISCAL DR. RAUL CLEMENTE HUERTA RENDON,GUAYAS,GUAYAQUIL,-2.19107945331,-79.9044744114,8754.780000000002,4584,5748.0
09H01948,ESCUELA DE EDUCACION BASICA FISCAL ESTADOS UNIDOS,GUAYAS,GUAYAQUIL,-2.09317006857,-79.9544411576,5836.520000000001,3056,5748.0
09H02005,ESCUELA DE EDUCACION BASICA COMPLETA FISCAL ANA VILLAMIL ICAZA,GUAYAS,GUAYAQUIL,-2.21821286884,-79.8965170763,5836.520000000001,3056,5748.0
09H02013,ESCUELA DE EDUCACION BASICA FISCAL CARLOS URGILES GONZALEZ,GUAYAS,GUAYAQUIL,-2.26623407806,-79.8827457603,8754.780000000002,4584,5748.0
09H02018,ESCUELA DE EDUCACIÓN BÁSICA FISCAL ISABEL HERRERÍA HERRERÍA,GUAYAS,GUAYAQUIL,-2.22676911289,-79.9185116277,11673.040000000003,6112,5748.0
09H02032,UNIDAD EDUCATIVA FISCAL JOSE ALFREDO LLERENA,GUAYAS,GUAYAQUIL,-2.2205228482,-79.8993340185,8754.780000000002,4584,5748.0
09H02036,ESCUELA DE EDUCACIÓN BÁSICA FISCAL SARGENTO GABRIEL SOLIS MOREIRA,GUAYAS,GUAYAQUIL,-2.24984937444,-79.9246887851,5836.520000000001,3056,0.0
09H02056,ESCUELA DE EDUCACION BASICA FISCAL HEROES DEL CENEPA,GUAYAS,GUAYAQUIL,-2.24202918253,-79.9172165884,5836.520000000001,3056,0.0
09H02067,ESCUELA DE EDUCACION BASICA FISCAL ANTONIO JOSE DE SUCRE,GUAYAS,GUAYAQUIL,-2.21410041832,-79.891805035,5836.520000000001,3056,5748.0
09H02076,ESCUELA DE EDUCACION BASICA FISCAL ECUADOR ANTARTICO,GUAYAS,GUAYAQUIL,-2.24224103686,-79.9268761679,11673.040000000003,6112,0.0
09H02083,ESCUELA DE EDUCACIÓN BÁSICA FISCAL RIO PUTUMAYO,GUAYAS,GUAYAQUIL,-2.27268124219,-79.8784816353,5836.520000000001,3056,0.0
09H02086,CENTRO DE EDUCACION INICIAL FISCAL FRANCISCO GRANIZO RIBADENEIRA,GUAYAS,GUAYAQUIL,-2.22696885159,-79.9102252902,23346.080000000005,12224,0.0
09H02134,UNIDAD EDUCATIVA FISCAL ALEJO LASCANO BAHAMONDE,GUAYAS,GUAYAQUIL,-2.04814230574,-79.9493786497,2918.2600000000007,1528,0.0
09H02183,ESCUELA DE EDUCACION BASICA FISCAL LUIS VARGAS TORRES,GUAYAS,GUAYAQUIL,-2.27127441417,-79.8760605367,5836.520000000001,3056,0.0
09H02207,ESCUELA DE EDUCACION BASICA FISCAL PROVINCIA DE EL ORO,GUAYAS,GUAYAQUIL,-2.24315613111,-79.9144963162,8754.780000000002,4584,5748.0
09H02254,ESCUELA DE EDUCACION BASICA FISCAL JOSE SALCEDO DELGADO,GUAYAS,GUAYAQUIL,-2.23496127739,-79.9027002909,11673.040000000003,6112,0.0
09H02295,ESCUELA DE EDUCACION BASICA FISCAL BLANCA GOETTA DE ORDOÑEZ,GUAYAS,GUAYAQUIL,-2.2714757966,-79.891822554,8754.780000000002,4584,0.0
09H02325,ESCUELA DE EDUCACIÓN BÁSICA FISCAL DR CARLOS ORTIZ MACÍAS,GUAYAS,GUAYAQUIL,-2.28516952321,-79.8879402423,5836.520000000001,3056,5748.0
09H02352,ESCUELA DE EDUCACION BASICA FISCAL MERCEDES GONZALEZ DE MOSCOSO,GUAYAS,GUAYAQUIL,-2.23965868912,-79.8889555642,2918.2600000000007,1528,0.0
09H02360,ESCUELA DE EDUCACION BASICA COMPLETA FISCAL JOSE HERBOSO,GUAYAS,GUAYAQUIL,-2.24051601861,-79.892757227,11673.040000000003,6112,0.0
09H02363,ESCUELA DE EDUCACION BASICA FISCAL FRANCISCO FALQUEZ AMPUERO,GUAYAS,GUAYAQUIL,-2.21952011248,-79.888575481,5836.520000000001,3056,5748.0
09H02364,ESCUELA DE EDUCACION BASICA FISCAL CLARA WITHER FERRETTI,GUAYAS,GUAYAQUIL,-2.25184608342,-79.8858712919,23346.080000000005,12224,5748.0
09H02378,"UNIDAD EDUCATIVA FISCAL ""DRA. MARIA LUISA MARISCAL DE GUEVARA""",GUAYAS,GUAYAQUIL,-2.25627060289,-79.8737553236,5836.520000000001,3056,5748.0
09H02401,ESCUELA DE EDUCACION BASICA FISCAL CIUDAD DE MACHALA,GUAYAS,GUAYAQUIL,-2.26711433177,-79.877102146,5836.520000000001,3056,0.0
09H02423,ESCUELA DE EDUCACION BASICA FISCAL FLORA SALAZAR DE LOOR,GUAYAS,GUAYAQUIL,-2.2637105237,-79.8944075576,5836.520000000001,3056,0.0
09H02443,ESCUELA DE EDUCACIÓN BÁSICA FISCAL DRA BERTHA VALVERDE DE DUARTE,GUAYAS,GUAYAQUIL,-2.23212166325,-79.9192753604,5836.520000000001,3056,5748.0
09H02449,ESCUELA DE EDUCACION BASICA FISCAL ALFREDO BARANDEARAN SAMANIEGO,GUAYAS,GUAYAQUIL,-2.27819033113,-79.8757877589,5836.520000000001,3056,5748.0
09H02451,UNIDAD EDUCATIVA FISCAL CIUDAD DE RIOBAMBA,GUAYAS,GUAYAQUIL,-2.28231657861,-79.8850273674,11673.040000000003,6112,0.0
09H02453,ESCUELA DE EDUCACIÓN BÁSICA FISCAL LUIS FELIPE HERNANDEZ TELLO,GUAYAS,GUAYAQUIL,-2.23838433223,-79.9204632037,5836.520000000001,3056,0.0
09H02463,UNIDAD EDUCATIVA FISCAL MIGUEL DONOSO PAREJA,GUAYAS,GUAYAQUIL,-2.11505613887,-79.9818396456,23346.080000000005,12224,5748.0
09H02480,ESCUELA DE EDUCACION BASICA FISCAL HEROES DE PAQUISHA,GUAYAS,GUAYAQUIL,-2.25521670914,-79.8823741861,23346.080000000005,12224,5748.0
09H02488,ESCUELA DE EDUCACIÓN BÁSICA FISCAL CIUDAD DE CUENCA,GUAYAS,GUAYAQUIL,-2.25266741355,-79.9005578774,5836.520000000001,3056,5748.0
09H02503,ESCUELA DE EDUCACION BASICA FISCAL GUILLERMO SOTO ZATIZABAL,GUAYAS,GUAYAQUIL,-2.25988105374,-79.8780193177,11673.040000000003,6112,0.0
09H02510,ESCUELA DE EDUCACION BASICA FISCAL DR  MODESTO  CHAVEZ  FRANCO,GUAYAS,GUAYAQUIL,-2.21958091481,-79.8972479028,5836.520000000001,3056,0.0
09H02526,UNIDAD EDUCATIVA FISCAL JAIME ROLDOS AGUILERA,GUAYAS,GUAYAQUIL,-2.25705397127,-79.8975112384,11673.040000000003,6112,5748.0
09H02617,UNIDAD EDUCATIVA FISCAL LUIS PAUTA RODRÍGUEZ,GUAYAS,GUAYAQUIL,-2.23595955312,-79.920428919,11673.040000000003,6112,0.0
09H02636,ESCUELA DE EDUCACION BASICA LIBERTADOR BOLIVAR,GUAYAS,GUAYAQUIL,-2.21725459984,-80.0812955657,11673.040000000003,6112,0.0
09H02639,UNIDAD EDUCATIVA FISCAL PUERTO HONDO,GUAYAS,GUAYAQUIL,-2.19203321644,-80.0252178037,5836.520000000001,3056,0.0
09H02649,ESCUELA DE EDUCACION BASICA FISCAL NUEVA ESPERANZA,GUAYAS,GUAYAQUIL,-2.19077097141,-80.0534375191,5836.520000000001,3056,0.0
