AMIE,NOMBRE,PROVINCIA,CANTON,LAT,LON,MD,M,JE
05H00124,UNIDAD EDUCATIVA MANUEL GONZALO ALBAN RUMAZO,COTOPAXI,LATACUNGA,-0.864862038081,-78.5970573502,8754.780000000002,4584,0.0
05H00143,ESCUELA DE EDUCACION BASICA RIOBAMBA,COTOPAXI,LATACUNGA,-0.809190109357,-78.6447472731,5836.520000000001,3056,0.0
05H00154,UNIDAD EDUCATIVA FELIX VALENCIA,COTOPAXI,LATACUNGA,-0.817458185808,-78.5940332655,5836.520000000001,3056,0.0
05H00158,UNIDAD EDUCATIVA MULALO,COTOPAXI,LATACUNGA,-0.781302190599,-78.5802796772,8754.780000000002,4584,0.0
05H00166,UNIDAD EDUCATIVA GRAL LEONIDAS PLAZA GUTIERREZ,COTOPAXI,LATACUNGA,-0.729975046781,-78.57533351,5836.520000000001,3056,0.0
05H00174,UNIDAD EDUCATIVA POALO - GARCIA MORENO,COTOPAXI,LATACUNGA,-0.883206015978,-78.672676113,5836.520000000001,3056,0.0
05H00183,UNIDAD EDUCATIVA  CORONEL GERMÁNICO RIBADENEIRA VALENCIA,COTOPAXI,LATACUNGA,-0.710703439579,-78.6094925488,5836.520000000001,3056,0.0
05H00184,UNIDAD EDUCATIVA QUITO,COTOPAXI,LATACUNGA,-0.710225471274,-78.5943353787,5836.520000000001,3056,0.0
05H00185,UNIDAD EDUCATIVA ATANASIO VITERI KAROLYS,COTOPAXI,LATACUNGA,-0.617218479108,-78.6301632966,5836.520000000001,3056,0.0
05H00186,UNIDAD EDUCATIVA PASTOCALLE,COTOPAXI,LATACUNGA,-0.731690350597,-78.6386656176,8754.780000000002,4584,0.0
05H00191,ESCUELA DE EDUCACION BASICA RAFAEL CAJIAO ENRÍQUEZ,COTOPAXI,LATACUNGA,-0.72360826445,-78.6201356832,5836.520000000001,3056,0.0
05H00201,UNIDAD EDUCATIVA MARCO AURELIO SUBIA MARTINEZ - BATALLA DE PANUPALI,COTOPAXI,LATACUNGA,-0.779056644903,-78.6368350801,17509.560000000005,9168,0.0
05H00210,UNIDAD EDUCATIVA JUAN MANUEL LASSO,COTOPAXI,LATACUNGA,-0.756718327296,-78.6175588053,8754.780000000002,4584,5748.0
05H00221,UNIDAD EDUCATIVA TOACASO,COTOPAXI,LATACUNGA,-0.756980075373,-78.6830941289,8754.780000000002,4584,5748.0
05H00240,UNIDAD EDUCATIVA  FEDERACIÓN DEPORTIVA DE COTOPAXI,COTOPAXI,LA MANA,-0.931935169279,-79.2197077809,11673.040000000003,6112,5748.0
05H00245,UNIDAD EDUCATIVA LA MANA,COTOPAXI,LA MANA,-0.942421987098,-79.2316057797,20427.820000000003,10696,5748.0
05H00286,UNIDAD EDUCATIVA DR NESTOR MOGOLLON LOPEZ,COTOPAXI,LA MANA,-0.942315070929,-79.2705503549,5836.520000000001,3056,5748.0
05H00287,UNIDAD EDUCATIVA NARCISO CERDA MALDONADO,COTOPAXI,LA MANA,-0.939507212992,-79.2258397597,14591.300000000003,7640,0.0
05H00318,UNIDAD EDUCATIVA  GUASAGANDA,COTOPAXI,LA MANA,-0.802991491573,-79.1566976965,5836.520000000001,3056,0.0
05H00399,UNIDAD  EDUCATIVA  GUAPARA,COTOPAXI,PANGUA,-1.10874246317,-79.266265338,8754.780000000002,4584,5748.0
05H00472,UNIDAD EDUCATIVA PUJILI,COTOPAXI,PUJILI,-0.958159280394,-78.6937969236,5836.520000000001,3056,0.0
05H00550,UNIDAD EDUCATIVA 14 DE OCTUBRE - VICENTE ROCAFUERTE,COTOPAXI,PUJILI,-0.916905665106,-78.6924676852,8754.780000000002,4584,5748.0
05H00568,UNIDAD EDUCATIVA DIGNA MARIA BEATRIZ CERDA NETO,COTOPAXI,PUJILI,-0.880416835674,-79.1609541023,5836.520000000001,3056,5748.0
05H00621,UNIDAD EDUCATIVA FEDERICO GONZALEZ SUAREZ,COTOPAXI,SALCEDO,-1.04487856359,-78.5884869918,14591.300000000003,7640,0.0
05H00632,UNIDAD EDUCATIVA IGNACIO FLORES,COTOPAXI,SALCEDO,-1.09894903211,-78.6041463205,5836.520000000001,3056,5748.0
05H00640,UNIDAD EDUCATIVA CUSUBAMBA,COTOPAXI,SALCEDO,-1.06997044575,-78.6999124843,5836.520000000001,3056,5748.0
05H00648,UNIDAD EDUCATIVA LUIS A MARTINEZ,COTOPAXI,SALCEDO,-1.09286104144,-78.6210794465,8754.780000000002,4584,0.0
05H00658,UNIDAD EDUCATIVA EMILIO TERAN,COTOPAXI,SALCEDO,-1.03305825821,-78.5646396572,5836.520000000001,3056,0.0
05H00665,UNIDAD EDUCATIVA NÉSTOR MOGOLLÓN,COTOPAXI,SALCEDO,-1.09205944353,-78.5797251512,5836.520000000001,3056,0.0
05H00667,UNIDAD EDUCATIVA JOSE MEJÍA LEQUERICA,COTOPAXI,SALCEDO,-1.06658456179,-78.5994480655,5836.520000000001,3056,0.0
05H00674,ESCUELA DE EDUCACION BASICA REPUBLICA DE COLOMBIA,COTOPAXI,SAQUISILI,-0.839350937352,-78.6699372646,11673.040000000003,6112,5748.0
05H00716,UNIDAD EDUCATIVA DEL MILENIO SIGCHOS,COTOPAXI,SIGCHOS,-0.698724016992,-78.8856733308,8754.780000000002,4584,0.0
05H00772,UNIDAD EDUCATIVA JUAN JOSÉ FLORES,COTOPAXI,SIGCHOS,-0.800627270435,-78.9227901632,5836.520000000001,3056,5748.0
05H00803,UNIDAD EDUCATIVA JUAN SALINAS,COTOPAXI,SIGCHOS,-0.374672742112,-78.9233517046,5836.520000000001,3056,0.0
05H00838,UNIDAD EDUCATIVA JORGE WASHINGTON,COTOPAXI,SIGCHOS,-0.546616577018,-79.1294877169,5836.520000000001,3056,0.0
05H00855,UNIDAD EDUCATIVA LUIS FERNANDO RUIZ,COTOPAXI,LATACUNGA,-0.933356412203,-78.6048029578,11673.040000000003,6112,0.0
05H00857,UNIDAD EDUCATIVA CORONEL HECTOR ESPINOSA,COTOPAXI,LATACUNGA,-0.748377037563,-78.7228811393,5836.520000000001,3056,0.0
05H00900,UNIDAD EDUCATIVA BELISARIO QUEVEDO,COTOPAXI,PUJILI,-0.95798596071,-78.7004391591,20427.820000000003,10696,5748.0
06H00013,ESCUELA DE EDUCACION BASICA GRAL JUAN LAVALLE,CHIMBORAZO,RIOBAMBA,-1.64608222103,-78.6734201047,17509.560000000005,9168,0.0
06H00021,ESCUELA DE EDUCACION BASICA SAN FELIPE NERI,CHIMBORAZO,RIOBAMBA,-1.66165999679,-78.6692409181,11673.040000000003,6112,5748.0
06H00024,UNIDAD EDUCATIVA CAMILO GALLEGOS TOLEDO,CHIMBORAZO,RIOBAMBA,-1.65658580081,-78.670313323,8754.780000000002,4584,5748.0
06H00044,UNIDAD EDUCATIVA ONCE DE NOVIEMBRE,CHIMBORAZO,RIOBAMBA,-1.67953439666,-78.6493348021,11673.040000000003,6112,5748.0
06H00110,UNIDAD EDUCATIVA  LICEO POLICIAL CHIMBORAZO,CHIMBORAZO,RIOBAMBA,-1.67929315096,-78.6394265311,5836.520000000001,3056,0.0
06H00166,UNIDAD EDUCATIVA  MIGUEL ANGEL LEON PONTON,CHIMBORAZO,RIOBAMBA,-1.66628424567,-78.6468378815,23346.080000000005,12224,0.0
06H00215,UNIDAD EDUCATIVA MILTON REYES,CHIMBORAZO,RIOBAMBA,-1.70705372516,-78.6414864467,5836.520000000001,3056,5748.0
06H00232,UNIDAD EDUCATIVA  ISABEL DE GODIN,CHIMBORAZO,RIOBAMBA,-1.67991518922,-78.6484542124,17509.560000000005,9168,0.0
06H00282,UNIDAD EDUCATIVA SIMON RODRIGUEZ,CHIMBORAZO,RIOBAMBA,-1.65341431363,-78.7075036217,11673.040000000003,6112,0.0
06H00317,UNIDAD EDUCATIVA VICTOR PROAÑO CARRION,CHIMBORAZO,RIOBAMBA,-1.64761209225,-78.7416176699,5836.520000000001,3056,0.0
06H00337,ESCUELA DE EDUCACION BASICA ANDOAS,CHIMBORAZO,RIOBAMBA,-1.64926246893,-78.60444199290001,5836.520000000001,3056,0.0
06H00363,ESCUELA DE EDUCACION  BASICA   CACIQUE PINTAG,CHIMBORAZO,RIOBAMBA,-1.76941307458,-78.6047511263,5836.520000000001,3056,0.0
06H00410,ESCUELA DE EDUCACION BASICA  AMBROSIO NORIEGA,CHIMBORAZO,RIOBAMBA,-1.81681986042,-78.5939492769,5836.520000000001,3056,0.0
06H00471,ESCUELA DE EDUCACION BASICA  BERNARDO CASTILLO,CHIMBORAZO,RIOBAMBA,-1.65755887296,-78.569430592,5836.520000000001,3056,0.0
06H00509,ESCUELA DE EDUCACION BASICA SAN LUIS REY DE FRANCIA,CHIMBORAZO,RIOBAMBA,-1.70932418256,-78.6462645722,5836.520000000001,3056,0.0
06H00512,ESCUELA DE EDUCACION BASICA NIDIA JARAMILLO,CHIMBORAZO,RIOBAMBA,-1.69670828531,-78.6440779569,5836.520000000001,3056,0.0
06H01004,UNIDAD EDUCATIVA DEL MILENIO GUARDIANA DE LA LENGUA 27 DE FEBRERO,CHIMBORAZO,GUAMOTE,-2.07930877966,-78.7341270207,5836.520000000001,3056,0.0
06H01064,UNIDAD EDUCATIVA DR MANUEL RODRIGUEZ OROZCO,CHIMBORAZO,GUANO,-1.54030779944,-78.5849782774,5836.520000000001,3056,5748.0
06H01076,UNIDAD EDUCATIVA ONCE DE NOVIEMBRE,CHIMBORAZO,GUANO,-1.56507190266,-78.7517209856,5836.520000000001,3056,0.0
06H01081,ESCUELA DE EDUCACIÓN BÁSICA REPUBLICA FEDERAL DE ALEMANIA,CHIMBORAZO,GUANO,-1.55277788945,-78.7439636988,5836.520000000001,3056,0.0
06H01082,UNIDAD EDUCATIVA SAN PABLO,CHIMBORAZO,GUANO,-1.5600328664,-78.7233220607,5836.520000000001,3056,0.0
06H01085,ESCUELA DE EDUCACIÓN BÁSICA BOLIVAR CHIRIBOGA BAQUERO,CHIMBORAZO,GUANO,-1.55667324508,-78.7346890957,5836.520000000001,3056,5748.0
06H01090,UNIDAD EDUCATIVA TUNTATACTO,CHIMBORAZO,GUANO,-1.53039939248,-78.7232009212,5836.520000000001,3056,0.0
06H01095,ESCUELA DE EDUCACIÓN BÁSICA NUEVE DE OCTUBRE,CHIMBORAZO,GUANO,-1.55203584331,-78.7601609589,5836.520000000001,3056,5748.0
06H01172,UNIDAD EDUCATIVA SAN ISIDRO,CHIMBORAZO,GUANO,-1.58588106402,-78.6932550785,5836.520000000001,3056,0.0
06H01196,UNIDAD EDUCATIVA JOSÉ ENRIQUE RODÓ,CHIMBORAZO,GUANO,-1.5281997372,-78.5492264267,5836.520000000001,3056,0.0
06H01197,ESCUELA DE EDUCACIÓN BÁSICA JOSÉ ANTONIO LIZARZABURU,CHIMBORAZO,GUANO,-1.49133609573,-78.5628208941,5836.520000000001,3056,5748.0
06H01290,UNIDAD EDUCATIVA MANUEL ALVAREZ MENDEZ,CHIMBORAZO,PENIPE,-1.55055445384,-78.5196243099,5836.520000000001,3056,5748.0
07H00516,UNIDAD EDUCATIVA BELLAMARIA,EL ORO,BALSAS,-3.76041670567,-79.8478055404,5836.520000000001,3056,0.0
07H00574,UNIDAD EDUCATIVA  DR JOSE MARIA VELASCO IBARRA,EL ORO,EL GUABO,-3.24286149784,-79.8258056057,8754.780000000002,4584,0.0
07H00586,ESCUELA DE EDUCACIÓN BÁSICA GENERAL MANUEL SERRANO RENDA,EL ORO,EL GUABO,-3.24491707671,-79.8306111462,20427.820000000003,10696,0.0
07H00596,ESCUELA DE EDUCACIÓN BÁSICA OSCAR EFREN REYES,EL ORO,EL GUABO,-3.24280594995,-79.8295278204,11673.040000000003,6112,5748.0
07H00605,ESCUELA DE EDUCACION BASICA ZOILA UGARTE DE LANDIVAR,EL ORO,EL GUABO,-3.24505599432,-79.8336389518,14591.300000000003,7640,5748.0
07H00621,ESCUELA DE EDUCACION BASICA LUIS AGUILAR MARIN,EL ORO,EL GUABO,-3.25794481871,-79.8423333511,5836.520000000001,3056,0.0
07H00630,ESCUELA DE EDUCACION BASICA DR  LUIS FELIPE BORJA,EL ORO,EL GUABO,-3.16925036082,-79.8285278323,5836.520000000001,3056,0.0
07H00635,UNIDAD EDUCATIVA PROVINCIA DE LOS RIOS,EL ORO,EL GUABO,-3.19047256696,-79.8526112045,14591.300000000003,7640,0.0
07H00639,ESCUELA DE EDUCACIÓN BÁSICA GUADALUPE FERNANDEZ DE CASTRO,EL ORO,EL GUABO,-3.2565837159,-79.86883343,8754.780000000002,4584,0.0
07H00657,UNIDAD EDUCATIVA DR CARLOS CORNEJO ORBE,EL ORO,EL GUABO,-3.10523247831,-79.7652332801,5836.520000000001,3056,5748.0
07H00672,ESCUELA DE EDUCACIÓN BÁSICA PROF TULA PEREZ DE VALENCIA,EL ORO,EL GUABO,-3.1127771912,-79.7713675227,5836.520000000001,3056,5748.0
07H00673,UNIDAD EDUCATIVA JAMBELI,EL ORO,EL GUABO,-3.1124992366,-79.8888719289,8754.780000000002,4584,0.0
07H00733,ESCUELA DE EDUCACIÓN BÁSICA PRESIDENTE JAIME ROLDOS AGUILERA,EL ORO,HUAQUILLAS,-3.48109274058,-80.215776602,5836.520000000001,3056,5748.0
07H00774,ESCUELA DE EDUCACION BASICA AMELIA TOBAR SUBIAGA,EL ORO,PASAJE,-3.32433336791,-79.8024722423,5836.520000000001,3056,5748.0
07H00776,UNIDAD EDUCATIVA JOHN  F KENNEDY,EL ORO,PASAJE,-3.32675046241,-79.8008334238,8754.780000000002,4584,0.0
07H00787,UNIDAD EDUCATIVA PRIMERO DE NOVIEMBRE,EL ORO,PASAJE,-3.33300045746,-79.808750017,5836.520000000001,3056,0.0
07H00815,UNIDAD EDUCATIVA ROGERIO ZAMORA PALACIOS,EL ORO,PASAJE,-3.33744485657,-79.8136111339,5836.520000000001,3056,5748.0
07H00817,UNIDAD EDUCATIVA CIUDAD DE PASAJE,EL ORO,PASAJE,-3.33188930313,-79.8041667095,8754.780000000002,4584,5748.0
07H00824,UNIDAD EDUCATIVA ABDON CALDERON GARAICOA,EL ORO,PASAJE,-3.32792275621,-79.8141385045,8754.780000000002,4584,0.0
07H00846,UNIDAD EDUCATIVA EVA ESPERANZA BATALLAS DE FALQUEZ,EL ORO,PASAJE,-3.32822263157,-79.7855277889,8754.780000000002,4584,5748.0
07H00853,UNIDAD EDUCATIVA  JUAN MONTALVO,EL ORO,PASAJE,-3.3311114804,-79.806138896,5836.520000000001,3056,5748.0
07H00866,ESCUELA DE EDUCACIÓN BÁSICA MANUEL ISAAC ENCALADA ZUÑIGA,EL ORO,PASAJE,-3.36172220303,-79.84450003,8754.780000000002,4584,0.0
07H00870,ESCUELA DE EDUCACIÓN BÁSICA AURELIO PRIETO MUELAS,EL ORO,PASAJE,-3.36033375187,-79.8463889355,8754.780000000002,4584,5748.0
07H00880,UNIDAD EDUCATIVA OLIVA CARDENAS DE SANCHEZ,EL ORO,PASAJE,-3.31288928415,-79.851111147,8754.780000000002,4584,5748.0
07H00886,UNIDAD EDUCATIVA  DR LUIS POVEDA ORELLANA,EL ORO,PASAJE,-3.29147269423,-79.7589722965,5836.520000000001,3056,5748.0
07H00918,ESCUELA DE EDUCACIÓN BÁSICA TEMISTOCLES ROMERO LUCIN,EL ORO,PASAJE,-3.29486148534,-79.818388933,5836.520000000001,3056,0.0
07H00925,ESCUELA DE EDUCACIÓN BÁSICA TERESA MOLINA DE MUÑOZ,EL ORO,PIÑAS,-3.68111321669,-79.6779462629,8754.780000000002,4584,0.0
07H00943,ESCUELA DE EDUCACIÓN BÁSICA DR GONZALO ABAD GRIJALVA,EL ORO,PIÑAS,-3.68191481458,-79.6800003345,8754.780000000002,4584,5748.0
07H00950,ESCUELA DE EDUCACIÓN BÁSICA DR FEDERICO GONZALEZ SUÁREZ,EL ORO,PIÑAS,-3.68066969482,-79.6838077498,5836.520000000001,3056,5748.0
07H00971,ESCUELA DE EDUCACION BASICA DR. MIGUEL MORENO ORDOÑEZ,EL ORO,PIÑAS,-3.68855305218,-79.9015027611,5836.520000000001,3056,0.0
07H00991,UNIDAD EDUCATIVA JUAN JOSÉ LOAYZA,EL ORO,PIÑAS,-3.64664972716,-79.859582893,5836.520000000001,3056,0.0
07H01035,ESCUELA DE EDUCACIÓN BÁSICA SIMÓN BOLÍVAR,EL ORO,SANTA ROSA,-3.4551832168,-80.0054133093,5836.520000000001,3056,5748.0
07H01036,UNIDAD EDUCATIVA DR ALFREDO PÉREZ GUERRERO,EL ORO,SANTA ROSA,-3.45586439724,-79.9664786071,8754.780000000002,4584,0.0
07H01062,UNIDAD EDUCATIVA EUGENIO ESPEJO,EL ORO,SANTA ROSA,-3.44343105361,-79.9614110952,5836.520000000001,3056,0.0
07H01105,ESCUELA DE EDUCACIÓN BÁSICA GUILLERMINA UNDA DE GARCÍA,EL ORO,SANTA ROSA,-3.44781110791,-79.9709885904,5836.520000000001,3056,0.0
07H01125,UNIDAD EDUCATIVA ORIENTE ECUATORIANO,EL ORO,SANTA ROSA,-3.50148630598,-79.9673620534,5836.520000000001,3056,0.0
07H01141,UNIDAD EDUCATIVA 13 DE ABRIL,EL ORO,SANTA ROSA,-3.53459513442,-79.9614866318,5836.520000000001,3056,5748.0
07H01166,UNIDAD EDUCATIVA JUAN MONTALVO,EL ORO,SANTA ROSA,-3.39576955924,-79.8388063829,5836.520000000001,3056,0.0
07H01169,UNIDAD EDUCATIVA ROSA DE LUXEMBURGO,EL ORO,SANTA ROSA,-3.37022984915,-79.8577400386,5836.520000000001,3056,0.0
07H01493,UNIDAD EDUCATIVA GENERAL ELOY ALFARO DELGADO,EL ORO,EL GUABO,-3.12625343849,-79.8526601056,8754.780000000002,4584,0.0
08H00164,ESCUELA  DE EDUCACION BASICA JUAN MONTALVO,ESMERALDAS,ESMERALDAS,0.975509832293,-79.6566040902,17509.560000000005,9168,5748.0
08H00210,UNIDAD EDUCATIVA FRANKLIN TELLO MERCADO,ESMERALDAS,ESMERALDAS,0.991329704409,-79.5651546203,11673.040000000003,6112,5748.0
08H00221,UNIDAD EDUCATIVA 10 DE SEPTIEMBRE,ESMERALDAS,ESMERALDAS,0.710885876894,-79.6889742597,5836.520000000001,3056,5748.0
08H00241,UNIDAD EDUCATIVA  DEL MILENIO CHINCA,ESMERALDAS,ESMERALDAS,0.738837824073,-79.5821714153,8754.780000000002,4584,5748.0
08H00276,UNIDAD EDUCATIVA  JUAN MONTALVO,ESMERALDAS,RIOVERDE,1.04749197222,-79.3141250275,11673.040000000003,6112,5748.0
08H00309,ESCUELA DE EDUCACION BASICA DELFINA JIJON DE CONCHA,ESMERALDAS,ESMERALDAS,0.867647581891,-79.6308226416,5836.520000000001,3056,0.0
08H00364,UNIDAD EDUCATIVA CARLOS CONCHA TORRES,ESMERALDAS,ESMERALDAS,0.900699455775,-79.7059141613,14591.300000000003,7640,5748.0
08H00369,UNIDAD EDUCATIVA ALFONSO QUIÑONEZ GEORGE,ESMERALDAS,ESMERALDAS,0.92059058024,-79.6847191275,17509.560000000005,9168,5748.0
08H00372,UNIDAD EDUCATIVA LEON DE FEBRES CORDERO,ESMERALDAS,ESMERALDAS,0.896862283215,-79.7000120228,8754.780000000002,4584,5748.0
08H00391,UNIDAD EDUCATIVA  15 DE MARZO,ESMERALDAS,ESMERALDAS,0.9341097391,-79.6752336796,14591.300000000003,7640,5748.0
08H00395,UNIDAD EDUCATIVA  RAUL DELGADO GARAY,ESMERALDAS,ESMERALDAS,0.91070677495,-79.6817686615,11673.040000000003,6112,5748.0
08H00412,UNIDAD EDUCATIVA   WALTER QUIÑONEZ SEVILLA,ESMERALDAS,ESMERALDAS,0.926523871345,-79.6603213475,8754.780000000002,4584,0.0
08H00449,UNIDAD EDUCATIVA 17 DE DICIEMBRE,ESMERALDAS,ELOY ALFARO,1.04982331067,-79.0764385281,5836.520000000001,3056,5748.0
08H00496,UNIDAD EDUCATIVA MALDONADO,ESMERALDAS,ELOY ALFARO,1.04293382613,-78.9220389062,5836.520000000001,3056,5748.0
08H00562,UNIDAD EDUCATIVA RAFAEL ASTUDILLO,ESMERALDAS,ELOY ALFARO,1.01979758979,-78.908859099,5836.520000000001,3056,5748.0
08H00620,UNIDAD EDUCATIVA  SAN FRANCISCO DEL CABO,ESMERALDAS,MUISNE,0.664272114117,-80.0603972338,5836.520000000001,3056,5748.0
08H00663,UNIDAD EDUCATIVA GABRIEL IRIARTE RIOS,ESMERALDAS,MUISNE,0.500895681602,-79.9725166558,5836.520000000001,3056,5748.0
08H00695,UNIDAD EDUCATIVA 12 DE ENERO,ESMERALDAS,QUININDE,0.29682239966,-79.575989754,2918.2600000000007,1528,5748.0
08H00737,UNIDAD EDUCATIVA TARQUI ,ESMERALDAS,QUININDE,0.659205017649,-79.5419190026,5836.520000000001,3056,0.0
08H00750,ESCUELA DE EDUCACIÓN BÁSICA ERNESTO VELASQUEZ KUFFO,ESMERALDAS,QUININDE,0.373161603563,-79.4899572134,5836.520000000001,3056,5748.0
08H00760,UNIDAD EDUCATIVA ALEJANDRO OTOYA BRIONES,ESMERALDAS,QUININDE,0.32581085751,-79.4595549978,11673.040000000003,6112,5748.0
08H00812,UNIDAD EDUCATIVA  QUININDE,ESMERALDAS,QUININDE,0.315177086454,-79.4730140817,14591.300000000003,7640,5748.0
08H00917,ESCUELA EB  EDEN DEL SADE,ESMERALDAS,QUININDE,0.520754013797,-79.3365510054,5836.520000000001,3056,5748.0
08H00976,UNIDAD EDUCATIVA DEL MILENIO MALIMPIA,ESMERALDAS,QUININDE,0.395170296096,-79.4163322354,5836.520000000001,3056,5748.0
08H01016,UNIDAD EDUCATIVA JUAN CARLOS MATHEUS POZO,ESMERALDAS,QUININDE,0.652631989462,-79.5417670024,5836.520000000001,3056,0.0
08H01038,ESCUELA EGB FISCAL ANA REYNA  MUÑOZ,ESMERALDAS,QUININDE,0.144935374477,-79.4005540422,8754.780000000002,4584,0.0
08H01050,UNIDAD EDUCATIVA CIUDAD DE AMBATO,ESMERALDAS,QUININDE,0.131882674885,-79.3616578347,5836.520000000001,3056,0.0
08H01059,UNIDAD EDUCATIVA QUITO,ESMERALDAS,QUININDE,0.136126828297,-79.401758397,8754.780000000002,4584,0.0
08H01106,UNIDAD EDUCATIVA ANTONIO  ALOMIA LLORY,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,-0.0601874303159,-79.4439862352,5836.520000000001,3056,0.0
08H01131,UNIDAD EDUCATIVA PROVINCIA DE ESMERALDAS,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,0.00254870878959,-79.3965182958,11673.040000000003,6112,5748.0
08H01136,UNIDAD EDUCATIVA AGUSTIN  OCAMPO SANTANDER,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,0.01692387793,-79.4016674076,5836.520000000001,3056,5748.0
08H01144,UNIDAD EDUCATIVA DR  ANDRES F CORDOVA,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,0.0183586898321,-79.3836526896,14591.300000000003,7640,5748.0
08H01169,ROSA ZARATE,SANTO DOMINGO DE LOS TSACHILAS,LA CONCORDIA,0.000189918893893,-79.39872655,5836.520000000001,3056,5748.0
08H01189,UNIDAD EDUCATIVA JOSE OTILIO RAMIREZ REINA,ESMERALDAS,SAN LORENZO,1.2866700161,-78.8216699788,11673.040000000003,6112,5748.0
08H01195,UNIDAD EDUCATIVA 26 DE AGOSTO,ESMERALDAS,SAN LORENZO,1.28784498544,-78.836477734,11673.040000000003,6112,0.0
08H01211,UNIDAD EDUCATIVA ANCON DE SARDINAS,ESMERALDAS,SAN LORENZO,1.43886946421,-78.8632744793,5836.520000000001,3056,0.0
08H01244,ESCUELA EGB GENERAL JULIO ANDRADE,ESMERALDAS,SAN LORENZO,1.09853113929,-78.7279212173,5836.520000000001,3056,5748.0
08H01246,UNIDAD EDUCATIVA JOSE GABRIEL BATALLAS,ESMERALDAS,SAN LORENZO,1.09160995577,-78.7036099958,5836.520000000001,3056,5748.0
08H01249,ESCUELA EGB  PEDRO MONCAYO,ESMERALDAS,SAN LORENZO,1.25761608886,-78.8845149103,5836.520000000001,3056,0.0
08H01276,UNIDAD EDUCATIVA  LCDA AGUEDA GONZALEZ QUIÑONEZ,ESMERALDAS,ATACAMES,0.868654363854,-79.8485554666,20427.820000000003,10696,5748.0
08H01318,ESCUELA DE EDUCACION BASICA VICTORIA VASQUEZ,ESMERALDAS,ATACAMES,0.875880766644,-79.8167880656,5836.520000000001,3056,5748.0
08H01327,UNIDAD EDUCATIVA  ANTONIO ANTE,ESMERALDAS,ATACAMES,0.868509888542,-79.7639990427,2918.2600000000007,1528,5748.0
08H01332,UNIDAD EDUCATIVA  CORONEL HELEODORO SAENZ RIVADENEIRA,ESMERALDAS,ATACAMES,0.883814916582,-79.8210898063,5836.520000000001,3056,0.0
08H01341,ESCUELA DE EDUCACION BASICA  ZOILA UGARTE DE LANDIVAR,ESMERALDAS,ATACAMES,0.885114478557,-79.8118429222,5836.520000000001,3056,5748.0
08H01380,ESCUELA DE EDUCACIÓN GENERAL BÁSICA RICARDO PLAZA BASTIDAS,ESMERALDAS,RIOVERDE,0.769000024099,-79.3938089591,5836.520000000001,3056,5748.0
08H01384,UNIDAD EDUCATIVA  ARMENGOL LARA VALENCIA,ESMERALDAS,RIOVERDE,0.833805688632,-79.4184490942,5836.520000000001,3056,0.0
08H01401,UNIDAD EDUCATIVA DONATO YANNUZZELLY ORTIZ,ESMERALDAS,RIOVERDE,1.07290640325,-79.2536182117,5836.520000000001,3056,0.0
08H01408,ESCUELA EGB FISCAL SEBASTIAN DE ILLESCAS,ESMERALDAS,RIOVERDE,1.05766663293,-79.2093888884,5836.520000000001,3056,0.0
08H01428,UNIDAD EDUCATIVA RAMON ESTUPIÑAN ,ESMERALDAS,RIOVERDE,1.06605444086,-79.3732669935,11673.040000000003,6112,0.0
08H02247,UNIDAD EDUCATIVA CARLOS ANDRADE MARÍN,ESMERALDAS,QUININDE,0.0399463949831,-79.4049066258,5836.520000000001,3056,5748.0
08H02258,UNIDAD EDUCATIVA DEL MILENIO SIMON PLATA TORRES,ESMERALDAS,ESMERALDAS,0.897924666766,-79.7128609055,8754.780000000002,4584,5748.0
09H00001,ESCUELA DE EDUCACION BASICA FISCAL CARLOS ALBERTO FLORES,GUAYAS,GUAYAQUIL,-2.20777098333,-79.8930779186,5836.520000000001,3056,5748.0
09H00016,UNIDAD EDUCATIVA FISCAL NUEVE DE OCTUBRE,GUAYAS,GUAYAQUIL,-2.20635059913,-79.8854060143,5836.520000000001,3056,0.0
09H00057,ESCUELA DE EDUCACION BASICA FISCAL GONZALO LLONA,GUAYAS,GUAYAQUIL,-2.18205022485,-79.877167379,14591.300000000003,7640,0.0
09H00093,UNIDAD EDUCATIVA  DR RAFAEL GARCIA GOYENA,GUAYAS,GUAYAQUIL,-2.20388777355,-79.9191839937,2918.2600000000007,1528,0.0
09H00112,ESCUELA DE EDUCACION BASICA COMPLETA ISABEL RAMIREZ ESTRADA,GUAYAS,GUAYAQUIL,-2.19527362539,-79.9283512191,11673.040000000003,6112,0.0
09H00148,ESCUELA DE EDUCACION BASICA ADOLFO H SIMMONDS,GUAYAS,GUAYAQUIL,-2.19839356727,-79.9220162968,5836.520000000001,3056,0.0
09H00165,ESCUELA DE EDUCACION BASICA OLGA AGUIRRE TORRES DE IZURIETA,GUAYAS,GUAYAQUIL,-2.22274051113,-79.9192744648,2918.2600000000007,1528,5748.0
09H00179,ESCUELA DE EDUCACION BASICA LUIS VARGAS TORRES,GUAYAS,GUAYAQUIL,-2.19821510844,-79.9143337261,5836.520000000001,3056,0.0
