ZONA;DISTRITO;PROVINCIA;CANTON;PARROQUIA;TIPO_EDUCACION;AMIE;LONGITUD;LATITUD;INSTITUCION;SOSTENIMIENTO;JURISDICCIÓN;RÉGIMEN;ZONA INEC;NIVEL DE EDUCACIÓN;Nro, de niños y niños de 3 y 4 años (AMIE 23-24);AUX_AÑO DE DOTACIÓN;AUX_T. IE;MD_AÑO DE DOTACIÓN;MD_PARALELOS;MD_MONTO USD$;M_AÑO DE DOTACIÓN;M_TIPO DE AMBIENTE;M_MONTO USD$;JE_AÑO DE DOTACIÓN;JE_CANTIDAD;JE_MONTO USD$;Aux_IE_Material
8;904;GUAYAS;GUAYAQUIL;FEBRES CORDERO;Ordinario;900358;-7992484627;-2205038513;ESCUELA DE EDUCACION BASICA ROBERTO ILLINGWORTH ICAZA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;100;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;904;GUAYAS;GUAYAQUIL;FEBRES CORDERO;Ordinario;900386;-7991892457;-2218692094;UNIDAD EDUCATIVA AIDA LEON DE RODRIGUEZ LARA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;904;GUAYAS;GUAYAQUIL;FEBRES CORDERO;Ordinario;900389;-7991694521;-2216450777;ESCUELA DE EDUCACION BASICA HOMERO ESPINOZA RENDON;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;51;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
8;904;GUAYAS;GUAYAQUIL;FEBRES CORDERO;Ordinario;900391;-7991892457;-2218692094;ESCUELA DE EDUCACION BASICA FRANCISCO OBANDO PACHECO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
8;904;GUAYAS;GUAYAQUIL;FEBRES CORDERO;Ordinario;900403;-7992571381;-2221249097;ESCUELA DE EDUCACION BASICA JORGE LUIS AUZ LANDAZURI;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;54;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;907;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900420;-7993528785;-2081461385;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL GRAN COLOMBIA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
8;924;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;900422;-7981041768;-2215295265;ESCUELA DE EDUCACION BASICA FISCAL MARIA SOLIS DE SALAZAR;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;54;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;903;GUAYAS;GUAYAQUIL;GARCIA MORENO;Ordinario;900452;-7989713503;-2212079762;ESCUELA DE EDUCACIÃ“N BASICA FISCAL OLGA QUIÃ‘ONEZ DE ESPINOZA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
8;903;GUAYAS;GUAYAQUIL;LETAMENDI;Ordinario;900510;-7990621905;-2207754352;ESCUELA DE EDUCACION BASICA FISCAL PEDRO J MENEDEZ NAVARRO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;49;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;903;GUAYAS;GUAYAQUIL;LETAMENDI;Ordinario;900547;-7992041817;-2208417608;ESCUELA DE EDUCACION BASICA FISCAL AGUSTIN VERA LOOR;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;102;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;903;GUAYAS;GUAYAQUIL;LETAMENDI;Ordinario;900561;-7991420688;-2221076915;ESCUELA DE EDUCACION BASICA FISCAL MATILDE MARQUEZ DE LA PLATA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;106;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;904;GUAYAS;GUAYAQUIL;LETAMENDI;Ordinario;900567;-7991324971;-2205635462;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL JAIME ALFONSO NEBOT VELASCO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;105;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;903;GUAYAS;GUAYAQUIL;LETAMENDI;Ordinario;900570;-7991212103;-221234932;UNIDAD EDUCATIVA FISCAL PROF EDUARDO FLORES TORRES;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;106;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;903;GUAYAS;GUAYAQUIL;LETAMENDI;Ordinario;900592;-7991131622;-220538348;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL CORONEL MANUEL SERRANO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;42;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;903;GUAYAS;GUAYAQUIL;LETAMENDI;Ordinario;900598;-7990946704;-2203935194;CENTRO DE EDUCACION INICIAL FISCAL ALEJANDRINA ANDRADE VALDEZ;FISCAL;Intercultural;COSTA;Urbana;Inicial;198;2026;1;2026;8;23346.08;2026;8;12224.00;2026;1;5748.00;ML_Mo_JE
8;903;GUAYAS;GUAYAQUIL;LETAMENDI;Ordinario;900615;-7990348187;-2207152697;ESCUELA DE EDUCACION BASICA FISCAL ESPERANZA CAPUTI OLVERA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;109;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;903;GUAYAS;GUAYAQUIL;LETAMENDI;Ordinario;900617;-799092104;-2204827619;ESCUELA DE EDUCACION BASICA FISCAL REPUBLICA DE BOLIVIA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
8;903;GUAYAS;GUAYAQUIL;LETAMENDI;Ordinario;900619;-7990487372;-2207244546;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL CLEMENCIA CORONEL DE PINCAY;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;907;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;900693;-7992592458;-2073431552;ESCUELA DE EDUCACION BASICA FISCAL CABO II VICENTE ROSERO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900700;-79940667;-2144666989;ESCUELA DE EDUCACION BASICA FISCAL SOCIEDAD ITALIANA GARIBALDI;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;100;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;903;GUAYAS;GUAYAQUIL;SUCRE;Ordinario;900703;-7989628232;-2199189476;ESCUELA DE EDUCACION BASICA FISCAL NUMA POMPILIO LLONA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;51;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;903;GUAYAS;GUAYAQUIL;SUCRE;Ordinario;900706;-7990015573;-2198226744;UNIDAD EDUCATIVA FISCAL REPUBLICA DE FRANCIA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;78;2026;1;2026;3;8754.78;2026;3;4584.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900752;-7992515578;-2148662946;ESCUELA DE EDUCACION BASICA FISCAL RODRIGO CHAVEZ GONZALEZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900776;-7992611699;-2126765966;ESCUELA DE EDUCACION BASICA FISCAL ANGEL AUTILIO DEL CIOPPO BECERRA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900846;-7996754371;-2092895398;ESCUELA DE EDUCACION BASICA FISCAL PACIFICA VALLE PIZA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;100;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;905;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900871;-7991251399;-2134927233;ESCUELA DE EDUCACION BASICA FISCAL SIMON BOLIVAR;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;150;2026;1;2026;6;17509.56;2026;6;9168.00;;;-;ML_Mo
8;907;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;900872;-79970277;-2001970969;ESCUELA DE EDUCACION BASICA FISCAL DANIEL PLAZA IGLESIA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
8;907;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900904;-7995917679;-2053869779;ESCUELA DE EDUCACION BASICA FISCAL MATILDE HIDALGO DE PROCEL;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900914;-7996596391;-2111390481;UNIDAD EDUCATIVA FISCAL  AGUSTIN CASTRO ESPINOZA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;116;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;907;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;900928;-7992905031;-2073431783;UNIDAD EDUCATIVA FISCAL EDUARDO KINGMAN RIOFRIO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;25;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
8;907;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900929;-7993001075;-2106328512;ESCUELA DE EDUCACION BASICA FISCAL CACIQUE TOMALA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;49;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900947;-7995464913;-2127226736;ESCUELA DE EDUCACION BASICA FISCAL  ROMMEL MOSQUERA JURADO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;97;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900958;-7992194998;-2129456999;ESCUELA DE EDUCACION BASICA FISCAL JORGE ENRIQUE ADOUM;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;110;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900971;-7996287249;-2100001136;ESCUELA DE EDUCACION BASICA FISCAL  REMIGIO ROMERO Y CORDERO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;93;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;907;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900984;-7992455827;-2101786383;ESCUELA DE EDUCACION FISCAL LUIS ALBERTO CHIRIBOGA ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;107;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;900991;-7996267466;-2122010734;ESCUELA DE EDUCACION BASICA FISCAL BLANCA GARCIA PLAZA DE ARIAS;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;74;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
8;907;GUAYAS;GUAYAQUIL;PASCUALES;Ordinario;901008;-7991225726;-2078725848;UNIDAD EDUCATIVA FISCAL SARAH FLOR JIMENEZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;118;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901013;-79924221;-2124663981;ESCUELLA DE EDUCACION BASICA FISCAL AMARILIS FUENTES ALCIVAR;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901032;-7992393704;-2117798996;ESCUELA DE EDUCACION BASICA FISCAL HUMBERTO GARCIA ORTIZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;907;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901038;-7992144047;-210038921;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL LEOPOLDO IZQUIETA PEREZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;105;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901056;-7996824606;-2100244244;ESCUELA DE EDUCACION BASICA FISCAL LUIS FELIX LOPEZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;143;2026;1;2026;6;17509.56;2026;6;9168.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901088;-7991762101;-2115645978;ESCUELA DE EDUCACION BASICA FISCAL CARLOMAGNO ANDRADE PAREDES;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;102;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901106;-7992192556;-2151800829;ESCUELA DE EDUCACION BASICA FISCAL ENRIQUE VALLEJO VIVANCO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901114;-7991292298;-2119172974;ESCUELA DE EDUCACION BASICA FISCAL RAFAELA VALLEJO BARAHONA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;54;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901129;-79927484;-218714201;ESCUELA DE EDUCACION BASICA FISCAL LUIS BONILLA CASTILLO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;51;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901130;-79924221;-2124663981;UNIDAD EDUCATIVA FISCAL FICOA DE MONTALVO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;25;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901182;-7999345254;-2087929374;UNIDAD EDUCATIVA  FISCAL VIOLETA LUNA CARRERA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;75;2026;1;2026;3;8754.78;2026;3;4584.00;2026;1;5748.00;ML_Mo_JE
8;905;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901192;-7988407426;-2124371935;CENTRO DE EDUCACIÃ“N INICIAL FISCAL LCDA  LUPE ARROBA DE GOVEA;FISCAL;Intercultural;COSTA;Urbana;Inicial;171;2026;1;2026;7;20427.82;2026;7;10696.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901206;-7991568273;-2127200414;ESCUELA DE EDUCACION BASICA FISCAL RITA LECUMBERRI;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901214;-799353324;-2160056375;ESCUELA DE EDUCACION BASICA FISCAL DR TEODORO ALVARADO OLEA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901229;-7995291442;-2126294934;ESCUELA DE EDUCACIÃ’N BASICA FISCAL FRANCISCO GARCIA AVILES;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;110;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901262;-7993627946;-2151010427;ESCUELA DE EDUCACION BASICA FISCAL CORALIA AGUIRRE DE VILLACRES;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;100;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901264;-7992390499;-2145567023;ESCUELA DE EDUCACION BASICA FISCAL DR ALFREDO PAREJA DIEZCANSECO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;150;2026;1;2026;6;17509.56;2026;6;9168.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901265;-7993087625;-2149268787;ESCUELA DE EDUCACION BASICA FISCAL DR MANUEL IGNACIO GOMEZ LINCE;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901272;-7993879598;-2146222981;ESCUELA DE EDUCACION BASICA FISCAL VICENTE RAMON ROCA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;100;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901275;-7992987908;-2144265053;ESCUELA DE EDUCACION BASICA FISCAL ROSA ELENA VICUÃ‘A MUÃ‘OZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901283;-8000826613;-2115050284;CENTRO DE EDUCACION INICIAL  FISCAL LUIS ALFREDO MARTINEZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;126;2026;1;2026;5;14591.30;2026;5;7640.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901294;-7992936601;-2145833018;ESCUELA DE EDUCACION BASICA FISCAL DIEGO DE NOBOA Y ARTETA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;51;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;905;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901324;-7989182366;-2122755417;ESCUELA DE EDUCACION BASICA FISCAL JOSE MIGUEL GARCIA MORENO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901334;-7992997556;-2144131789;ESCUELA DE EDUCACION BASICA FISCAL JOSE MENDOZA CUCALON;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
8;905;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901344;-7990301291;-2129175995;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL DON RUPERTO ARTETA MONTES;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901353;-7993939195;-2157250019;ESCUELA DE EDUCACION BASICA FISCAL ANGEL FELICISIMO ROJAS;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;101;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901384;-7993750104;-2136680028;UNIDAD EDUCATIVA FISCAL PROF WASHINGTON YANEZ ALOMOTO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;25;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901392;-7994408801;-2135566916;ESCUELA DE EDUCACION BASICA FISCAL LEYLA MORAN DE LADD;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;54;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901423;-7996964818;-2114850306;ESCUELA DE EDUCACION BASICA FISCAL REMIGIO CRESPO TORAL;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;108;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901465;-7993932502;-2124346039;ESCUELA DE  EDUCACION BASICA FISCAL HEROES DE TARQUI;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;26;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901479;-7995462244;-2099503975;ESCUELA DE EDUCACION  BASICA FISCAL NÃ‰STOR CAMPUZANO MENDOZA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;196;2026;1;2026;7;20427.82;2026;7;10696.00;2026;1;5748.00;ML_Mo_JE
8;905;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901487;-7988032873;-213072337;ESCUELA DE EDUCACION BASICA FISCAL REPUBLICA DE EL SALVADOR;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;48;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901511;-7995794956;-2102498795;ESCUELA DE EDUCACION BASICA FISCAL MARITZA THALIA ALBAN QUIÃ‘ONEZ DE ARROBO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;100;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901521;-7995234796;-2102427815;ESCUELA DE EDUCACION BASICA FISCAL HUMBERTO MORE;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;105;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;905;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901554;-7988735008;-215335565;ESCUELA DE EDUCACION BASICA FISCAL LEON DE FEBRES CORDERO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;24;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901568;-7994148001;-2128246015;ESCUELA DE EDUCACION BASICA FISCAL EDUARDO ESTRELLA AGUIRRE;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;100;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;907;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901574;-7992755555;-2086472172;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL ELIAS MUÃ‘OZ VICUÃ‘A;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;105;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901602;-7990175598;-2187977011;UNIDAD EDUCATIVA FISCAL CARLOS MONTEVERDE ROMERO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;905;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901681;-7989735053;-2127216112;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL EMMA ESPERANZA ORTIZ BERMEO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;109;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;907;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901688;-799361647;-2087023684;ESCUELA DE EDUCACION BASICA FISCAL MARIA EUGENIA PUIG LINCE;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901697;-7992617996;-2126839189;ESCUELA DE EDUCACION BASICA FISCAL DRA MAURA CASTRO DE MARIN;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;75;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901717;-7992398796;-2128805973;ESCUELA DE EDUCACION BASICA FISCAL ELIAS RIVERO GONGORA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;105;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
8;906;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901745;-7991918303;-2121134028;UNIDAD EDUCATIVA FISCAL JOSE MARTINEZ QUEIROLO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;219;2026;1;2026;8;23346.08;2026;8;12224.00;;;-;ML_Mo
8;905;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901752;-7988671208;-2138913362;UNIDAD EDUCATIVA FISCAL PROVINCIA DE TUNGURAHUA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;25;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901775;-7995779353;-2108904485;ESCUELA DE EDUCACION BASICA  FISCAL GUADALUPE LARRIVA GONZALEZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;220;2026;1;2026;8;23346.08;2026;8;12224.00;2026;1;5748.00;ML_Mo_JE
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901792;-799657629;-2085610972;ESCUELA DE EDUCACION BASICA FISCAL LUCILA ARAUJO Y GARCIA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
8;908;GUAYAS;GUAYAQUIL;TARQUI;Ordinario;901798;-7996117485;-2096183984;UNIDAD EDUCATIVA FISCAL  FERMIN VERA ROJAS;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;95;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
