ZONA;DISTRITO;PROVINCIA;CANTON;PARROQUIA;TIPO_EDUCACION;AMIE;LONGITUD;LATITUD;INSTITUCION;SOSTENIMIENTO;JURISDICCIÓN;RÉGIMEN;ZONA INEC;NIVEL DE EDUCACIÓN;Nro, de niños y niños de 3 y 4 años (AMIE 23-24);AUX_AÑO DE DOTACIÓN;AUX_T. IE;MD_AÑO DE DOTACIÓN;MD_PARALELOS;MD_MONTO USD$;M_AÑO DE DOTACIÓN;M_TIPO DE AMBIENTE;M_MONTO USD$;JE_AÑO DE DOTACIÓN;JE_CANTIDAD;JE_MONTO USD$;Aux_IE_Material
5;916;GUAYAS;EL TRIUNFO;EL TRIUNFO;Ordinario;904060;-7940718074;-2331939483;ESCUELA DE EDUCACIÃ“N BÃSICA  JUAN MONTALVO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;119;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
5;917;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;904093;-7958190567;-2152116871;ESCUELA DE EDUCACION BASICA DR OSVALDO HURTADO LARREA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;75;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
5;917;GUAYAS;MILAGRO;CHIRIJOS;Ordinario;904094;-7959565418;-2119859036;UNIDAD EDUCATIVA ARQUEOLOGO JULIO VITERI GAMBOA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;62;2026;1;2026;3;8754.78;2026;3;4584.00;2026;1;5748.00;ML_Mo_JE
5;917;GUAYAS;MILAGRO;CHOBO;Ordinario;904096;-7960641331;-2161998097;ESCUELA DE EDUCACION BASICA LEON DE FEBRES CORDERO;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;47;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
5;917;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;904099;-796187189;-2184358476;UNIDAD EDUCATIVA TENIENTE HUGO ORTIZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;67;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
5;917;GUAYAS;MILAGRO;CORONEL ENRIQUE VALDEZ;Ordinario;904100;-7959804383;-2131745647;UNIDAD EDUCATIVA DR MODESTO CHAVEZ FRANCO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;160;2026;1;2026;6;17509.56;2026;6;9168.00;2026;1;5748.00;ML_Mo_JE
5;917;GUAYAS;MILAGRO;CAMILO ANDRADE;Ordinario;904116;-7957693205;-2125015232;UNIDAD EDUCATIVA PAULINO MILAN HERRERA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;50;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
5;917;GUAYAS;MILAGRO;CHIRIJOS;Ordinario;904138;-7959596529;-2123784616;ESCUELA DE EDUCACION BASICA 17 DE SEPTIEMBRE;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;76;2026;1;2026;3;8754.78;2026;3;4584.00;2026;1;5748.00;ML_Mo_JE
5;917;GUAYAS;MILAGRO;CORONEL ENRIQUE VALDEZ;Ordinario;904150;-7960619363;-2136573808;ESCUELA DE EDUCACION BASICA VEINTICUATRO  DE MAYO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;151;2026;1;2026;6;17509.56;2026;6;9168.00;;;-;ML_Mo
5;917;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;904175;-7957852303;-2202536165;ESCUELA DE EDUCACION BASICA ALFONSO ARAUZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
5;917;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;904185;-7959015815;-2133131249;ESCUELA DE EDUCACION BASICA CARLOS MORENO ARIAS;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;150;2026;1;2026;6;17509.56;2026;6;9168.00;2026;1;5748.00;ML_Mo_JE
5;917;GUAYAS;MILAGRO;CHIRIJOS;Ordinario;904192;-7959215664;-2120271886;ESCUELA DE EDUCACION BASICA ROBERTO ESPINDOLA MALDONADO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;100;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
5;917;GUAYAS;MILAGRO;CAMILO ANDRADE;Ordinario;904193;-7958550465;-2129382563;UNIDAD EDUCATIVA ELOY VELASQUEZ CEVALLOS;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;124;2026;1;2026;5;14591.30;2026;5;7640.00;2026;1;5748.00;ML_Mo_JE
5;917;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;904199;-7959327854;-2132265854;ESCUELA DE EDUCACION BASICA EUGENIO ESPEJO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;150;2026;1;2026;6;17509.56;2026;6;9168.00;2026;1;5748.00;ML_Mo_JE
5;917;GUAYAS;MILAGRO;CHIRIJOS;Ordinario;904208;-795896675;-2119030519;ESCUELA DE EDUCACION BASICA MIGUEL VALVERDE;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;63;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
5;917;GUAYAS;MILAGRO;CORONEL ENRIQUE VALDEZ;Ordinario;904210;-7959984734;-2135636423;ESCUELA DE EDUCACION BASICA DR ALFREDO PEREZ GUERRERO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;150;2026;1;2026;6;17509.56;2026;6;9168.00;;;-;ML_Mo
5;917;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;904225;-7958030004;-2138431194;UNIDAD EDUCATIVA OTTO AROSEMENA GOMEZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;100;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
5;917;GUAYAS;MILAGRO;CAMILO ANDRADE;Ordinario;904229;-795879159;-2127313612;ESCUELA DE EDUCACION BASICA HECTOR LARA ZAMBRANO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
5;917;GUAYAS;MILAGRO;CHIRIJOS;Ordinario;904230;-7959412234;-2123755798;UNIDAD EDUCATIVA SIMÃ“N BOLIVAR;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;100;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
5;917;GUAYAS;MILAGRO;MARISCAL SUCRE (HUAQUES);Ordinario;904242;-7953562638;-2053309949;ESCUELA DE EDUCACION BASICA MIGUEL ANDRADE MANRIQUE;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;21;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
5;917;GUAYAS;MILAGRO;MARISCAL SUCRE (HUAQUES);Ordinario;904250;-7950178221;-2109207043;UNIDAD EDUCATIVA MARISCAL SUCRE;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB/Bachillerato;100;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
5;917;GUAYAS;MILAGRO;ROBERTO ASTUDILLO (CAB. EN CRUCE DE VENECIA);Ordinario;904265;-7951887017;-2148493212;ESCUELA DE EDUCACION BASICA CARLOS BENJAMIN ROSALES;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;25;2026;1;2026;1;2918.26;2026;1;1528.00;;;-;ML_Mo
5;917;GUAYAS;MILAGRO;ROBERTO ASTUDILLO (CAB. EN CRUCE DE VENECIA);Ordinario;904266;-7951786498;-2183746311;ESCUELA DE EDUCACION BASICA JUDITH ACUÃ‘A DE ROBLES;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;118;2026;1;2026;5;14591.30;2026;5;7640.00;;;-;ML_Mo
5;912;GUAYAS;NARANJAL;NARANJAL;Ordinario;904279;-7961403523;-2677496167;ESCUELA DE EDUCACIÃ“N BASICA CUCALON LASSO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;170;2026;1;2026;5;14591.30;2026;5;7640.00;2026;1;5748.00;ML_Mo_JE
5;912;GUAYAS;NARANJAL;NARANJAL;Ordinario;904281;-7961276172;-2674274892;ESCUELA DE EDUCACIÃ“N BASICA CARMEN MORA DE ENCALADA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;141;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
5;912;GUAYAS;NARANJAL;NARANJAL;Ordinario;904284;-7970695387;-2802090828;ESCUELA DE EDUCACIÃ“N BASICA NUEVE DE OCTUBRE;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;94;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
5;912;GUAYAS;NARANJAL;NARANJAL;Ordinario;904296;-7962231748;-2678491402;ESCUELA DE EDUCACION BASICA GABRIELA MISTRAL;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;90;2026;1;2026;3;8754.78;2026;3;4584.00;2026;1;5748.00;ML_Mo_JE
5;912;GUAYAS;NARANJAL;NARANJAL;Ordinario;904297;-7962268247;-2673806766;ESCUELA DE EDUCACIÃ“N BASICA ABDON CALDERÃ“N;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;174;2026;1;2026;5;14591.30;2026;5;7640.00;2026;1;5748.00;ML_Mo_JE
5;912;GUAYAS;NARANJAL;NARANJAL;Ordinario;904301;-7962168302;-2674818621;ESCUELA DE EDUCACIÃ“N BASICA MARIANO UNDA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;134;2026;1;2026;5;14591.30;2026;5;7640.00;2026;1;5748.00;ML_Mo_JE
5;912;GUAYAS;NARANJAL;JESUS MARIA;Ordinario;904326;-7955354254;-2560565367;ESCUELA DE EDUCACIÃ“N BASICA 24 DE JULIO;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;26;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
5;912;GUAYAS;NARANJAL;SANTA ROSA DE FLANDES;Ordinario;904346;-7960236838;-2598597393;ESCUELA DE EDUCACIÃ“N BÃSICA CARLOS JULIO AROSEMENA TOLA;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;99;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
5;912;GUAYAS;NARANJAL;TAURA;Ordinario;904350;-7962658408;-2384802243;UNIDAD EDUCATIVA NARANJAL;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB/Bachillerato;46;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
5;912;GUAYAS;NARANJAL;TAURA;Ordinario;904360;-7973241549;-2311043372;ESCUELA DE EDUCACIÃ“N BÃSICA ARTURO SERRANO ARMIJOS;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;56;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
5;918;GUAYAS;NARANJITO;NARANJITO;Ordinario;904395;-7945953255;-2170673144;UNIDAD EDUCATIVA ISMAEL PEREZ PAZMIÃ‘O;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;85;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
5;918;GUAYAS;NARANJITO;NARANJITO;Ordinario;904422;-7946383086;-2169547053;ESCUELA DE EDUCACION BASICA CARLOS MATAMOROS JARA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;85;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
5;918;GUAYAS;NARANJITO;NARANJITO;Ordinario;904424;-7946280315;-2172376748;ESCUELA DE EDUCACION BASICA DRA LUISA MARTIN GONZALEZ;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;110;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
5;913;GUAYAS;PALESTINA;PALESTINA;Ordinario;904448;-7998100586;-1629410788;ESCUELA DE EDUCACION BASICA ROSA BORJA DE ICAZA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;75;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
5;914;GUAYAS;PEDRO CARBO;PEDRO CARBO;Ordinario;904499;-8023643548;-1810661056;ESCUELA DE EDUCACION BASICA DIECINUEVE DE JULIO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;90;2026;1;2026;3;8754.78;2026;3;4584.00;2026;1;5748.00;ML_Mo_JE
5;914;GUAYAS;PEDRO CARBO;PEDRO CARBO;Ordinario;904523;-8023976726;-1819419401;ESCUELA DE EDUCACION BASICA RIO PEDRO CARBO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;103;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
5;914;GUAYAS;PEDRO CARBO;PEDRO CARBO;Ordinario;904571;-8025257647;-1712423329;ESCUELA DE EDUCACION BASICA ELENA RODRIGUEZ SOTOMAYOR;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;29;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
5;914;GUAYAS;PEDRO CARBO;PEDRO CARBO;Ordinario;904579;-8023298048;-1817037306;ESCUELA DE EDUCACION BASICA JUAN MODESTO CARBO NOBOA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;60;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
5;914;GUAYAS;PEDRO CARBO;PEDRO CARBO;Ordinario;904582;-8023551547;-1817780193;UNIDAD EDUCATIVA DR CARLOS MONTEVERDE ROMERO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;113;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
8;901;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;904585;-7988360078;-224610925;ESCUELA DE EDUCACION BASICA COMPLETA FISCAL NELSON MATEUS MACIAS;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;75;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
5;914;GUAYAS;PEDRO CARBO;VALLE DE LA VIRGEN;Ordinario;904597;-8019521614;-1745011998;CENTRO DE EDUCACION INICIAL VALLE DE LA VIRGEN;FISCAL;Intercultural;COSTA;Rural;Inicial;50;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
8;923;GUAYAS;SAMBORONDON;TARIFA;Ordinario;904676;-7985306815;-207783047;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL 26 DE JUNIO;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;41;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
8;923;GUAYAS;SAMBORONDON;TARIFA;Ordinario;904690;-7975892697;-1983563558;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL ELOY ALFARO;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
8;923;GUAYAS;SAMBORONDON;TARIFA;Ordinario;904704;-7976208633;-1990431157;UNIDAD EDUCATIVA FISCAL OSWALDO GUAYASAMÃN;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB/Bachillerato;52;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
8;923;GUAYAS;SAMBORONDON;TARIFA;Ordinario;904712;-7981319441;-1984888936;ESCUELA DE EDUCACIÃ“N BÃSICA FISCAL 27 DE AGOSTO;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;33;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
8;923;GUAYAS;SAMBORONDON;TARIFA;Ordinario;904723;-7975404902;-1980304554;CENTRO DE EDUCACIÃ“N INICIAL FISCAL GABRIELA MISTRAL;FISCAL;Intercultural;COSTA;Rural;Inicial;100;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
5;919;GUAYAS;SANTA LUCIA;SANTA LUCIA;Ordinario;904772;-8000720857;-177042191;ESCUELA DE EDUCACION BASICA MARIETA DE VEINTIMILLA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;46;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
5;919;GUAYAS;SANTA LUCIA;SANTA LUCIA;Ordinario;904773;-7998326388;-1730245514;UNIDAD EDUCATIVA ENRIQUE LOPEZ LASCANO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;98;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
5;919;GUAYAS;SANTA LUCIA;SANTA LUCIA;Ordinario;904780;-8000764367;-1746595337;ESCUELA DE EDUCACION BASICA MARIA PIEDAD CASTILLO DE LEVI;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;43;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
5;919;GUAYAS;SANTA LUCIA;SANTA LUCIA;Ordinario;904782;-7998152129;-1710750884;ESCUELA DE EDUCACIÃ“N BÃSICA UBALDO URQUIZO VILLENA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;60;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
5;919;GUAYAS;SANTA LUCIA;SANTA LUCIA;Ordinario;904794;-798993583;-1729691852;ESCUELA DE EDUCACION BASICA NICOLAS SEGOVIA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;46;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
5;919;GUAYAS;SANTA LUCIA;SANTA LUCIA;Ordinario;904795;-8001859557;-1706437338;ESCUELA DE EDUCACION BASICA SIXTO LIBORIO MACIAS;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;48;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
5;919;GUAYAS;SANTA LUCIA;SANTA LUCIA;Ordinario;904802;-8002926947;-1752631287;ESCUELA DE EDUCACION BASICA CARCHI MACARA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;51;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
5;920;GUAYAS;SALITRE;BOCANA;Ordinario;904825;-798095766;-1829636698;ESCUELA DE EDUCACIÃ“N BÃSICA RAFAEL MORAN VALVERDE;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;85;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
5;920;GUAYAS;SALITRE;BOCANA;Ordinario;904841;-798138366;-1829860784;ESCUELA DE EDUCACION BASICA FRANCISCO IÃ‘IGUEZ CASTRO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;98;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
5;920;GUAYAS;SALITRE;BOCANA;Ordinario;904860;-7983131638;-1835544654;UNIDAD EDUCATIVA 27 DE NOVIEMBRE;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;42;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
5;920;GUAYAS;SALITRE;GENERAL VERNAZA (DOS ESTEROS);Ordinario;904873;-7975661889;-1812958603;UNIDAD EDUCATIVA ZENON VELEZ VITERI;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB/Bachillerato;44;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
5;920;GUAYAS;SALITRE;GENERAL VERNAZA (DOS ESTEROS);Ordinario;904874;-7979074871;-1763932994;ESCUELA DE EDUCACION BASICA 9 DE OCTUBRE;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;100;2026;1;2026;4;11673.04;2026;4;6112.00;2026;1;5748.00;ML_Mo_JE
5;920;GUAYAS;SALITRE;LA VICTORIA (Ã‘AUZA);Ordinario;904904;-797413491;-1846188013;ESCUELA DE EDUCACIÃ“N BÃSICA JOSÃ‰ MEJÃA LEQUERICA;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;43;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
5;920;GUAYAS;SALITRE;JUNQUILLAL;Ordinario;904924;-7986468904;-1716509997;ESCUELA DE EDUCACION BASICA OTTO AROSEMENA GOMEZ;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;59;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
5;921;GUAYAS;SAN JACINTO DE YAGUACHI;SAN JACINTO DE YAGUACHI;Ordinario;904968;-7969210285;-20978475;ESCUELA DE EDUCACION BASICA LICENCIADA MARY FRECIA RODRIGUEZ ALVARADO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;73;2026;1;2026;3;8754.78;2026;3;4584.00;;;-;ML_Mo
5;911;GUAYAS;SIMON BOLIVAR;CORONEL LORENZO DE GARAYCOA (PEDREGAL);Ordinario;904987;-7943097113;-2064153049;ESCUELA DE EDUCACION BASICA AGUSTIN ALBERTO FREIRE ICAZA;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;97;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
5;911;GUAYAS;SIMON BOLIVAR;CORONEL LORENZO DE GARAYCOA (PEDREGAL);Ordinario;904995;-793466455;-2064220837;ESCUELA DE EDUCACION BASICA RAFAEL  ENRIQUE SOTO MAGALLANES;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;50;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
5;921;GUAYAS;SAN JACINTO DE YAGUACHI;GENERAL PEDRO J. MONTERO (BOLICHE);Ordinario;905008;-7962689776;-2255383978;ESCUELA DE EDUCACION BASICA GENERAL PEDRO J MONTERO;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;49;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
5;921;GUAYAS;SAN JACINTO DE YAGUACHI;YAGUACHI VIEJO (CONE);Ordinario;905019;-7968792781;-2144687043;ESCUELA DE EDUCACION BASICA CARLOS ALBERTO FLORES;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;21;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
5;921;GUAYAS;SAN JACINTO DE YAGUACHI;YAGUACHI VIEJO (CONE);Ordinario;905023;-796480069;-2168222471;UNIDAD EDUCATIVA 19 DE AGOSTO;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB/Bachillerato;56;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
5;921;GUAYAS;SAN JACINTO DE YAGUACHI;YAGUACHI VIEJO (CONE);Ordinario;905028;-7968299147;-2186885744;ESCUELA DE EDUCACION BASICA MEDARDO ANGEL SILVA;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;31;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
5;921;GUAYAS;SAN JACINTO DE YAGUACHI;VIRGEN DE FATIMA;Ordinario;905031;-796389966;-2249127492;ESCUELA DE EDUCACION BASICA MANUEL SOTOMAYOR LUNA;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;122;2026;1;2026;4;11673.04;2026;4;6112.00;;;-;ML_Mo
5;921;GUAYAS;SAN JACINTO DE YAGUACHI;VIRGEN DE FATIMA;Ordinario;905033;-7964621776;-2247705194;UNIDAD EDUCATIVA ELOY ALFARO;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB/Bachillerato;60;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
5;921;GUAYAS;SAN JACINTO DE YAGUACHI;GENERAL PEDRO J. MONTERO (BOLICHE);Ordinario;905034;-7962745458;-2256053804;ESCUELA DE EDUCACION BASICA ERNESTO JOUVIN CISNEROS;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;45;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
5;921;GUAYAS;SAN JACINTO DE YAGUACHI;VIRGEN DE FATIMA;Ordinario;905042;-7965676523;-2246738165;ESCUELA DE EDUCACIÃ“N BÃSICA VICTOR LAZO ALARCÃ“N;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB;25;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
5;921;GUAYAS;SAN JACINTO DE YAGUACHI;VIRGEN DE FATIMA;Ordinario;905045;-7963772938;-2248565538;UNIDAD EDUCATIVA FRANCISCO JOSE POLIT ORTIZ;FISCAL;Intercultural;COSTA;Rural;Inicial/EGB/Bachillerato;55;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
5;922;GUAYAS;PLAYAS;GENERAL VILLAMIL (PLAYAS);Ordinario;905058;-8038523287;-2628707296;ESCUELA DE EDUCACION BASICA ENRIQUE CAMILO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;45;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
5;922;GUAYAS;PLAYAS;GENERAL VILLAMIL (PLAYAS);Ordinario;905098;-8048803069;-2574699501;UNIDAD EDUCATIVA CARLOS MATAMOROS JARA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;54;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
5;911;GUAYAS;SIMON BOLIVAR;SIMON BOLIVAR;Ordinario;905116;-7948940622;-2001019251;UNIDAD EDUCATIVA  ALFONSO REYES FALCON;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;58;2026;1;2026;2;5836.52;2026;2;3056.00;2026;1;5748.00;ML_Mo_JE
5;911;GUAYAS;SIMON BOLIVAR;SIMON BOLIVAR;Ordinario;905118;-7948985243;-2004555886;UNIDAD EDUCATIVA DOCTOR ANTONIO PARRA VELASCO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB/Bachillerato;150;2026;1;2026;5;14591.30;2026;5;7640.00;2026;1;5748.00;ML_Mo_JE
5;919;GUAYAS;NOBOL;NARCISA DE JESUS;Ordinario;905150;-8000973662;-1913411215;ESCUELA DE EDUCACION BASICA HEROES DEL CENEPA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;55;2026;1;2026;2;5836.52;2026;2;3056.00;;;-;ML_Mo
5;919;GUAYAS;NOBOL;NARCISA DE JESUS;Ordinario;905160;-8000425951;-1978094804;ESCUELA DE EDUCACIÃ“N BÃSICA 6 DE AGOSTO;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;30;2026;1;2026;1;2918.26;2026;1;1528.00;2026;1;5748.00;ML_Mo_JE
5;919;GUAYAS;NOBOL;NARCISA DE JESUS;Ordinario;905161;-8001261734;-1968854962;ESCUELA DE EDUCACION BASICA RAQUEL NARANJO GALAN;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;85;2026;1;2026;3;8754.78;2026;3;4584.00;2026;1;5748.00;ML_Mo_JE
5;919;GUAYAS;NOBOL;NARCISA DE JESUS;Ordinario;905164;-8001020332;-1914813594;ESCUELA DE EDUCACIÃ“N BÃSICA CORINA PARRAL DE VELASCO IBARRA;FISCAL;Intercultural;COSTA;Urbana;Inicial/EGB;206;2026;1;2026;8;23346.08;2026;8;12224.00;;;-;ML_Mo
